#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      232.3   106.5    63.8   106.5   117.5   210.3   271.2   303.1   324.9   351.1   380.1   420.1   492.8   622.6  1912.7  74937.0    75000              0  1744821217844
read      230.9   105.2    59.1   106.6   117.5   207.2   268.5   300.5   322.8   349.2   380.1   421.7   496.2   633.1  1207.8  79889.8    80000              0  1744821224360
read      228.7   103.8    63.8   105.9   116.4   203.2   265.0   298.2   320.6   347.9   379.6   422.6   499.4   621.9   980.5  85123.6    85000              0  1744821230877
read      225.8   114.2    59.1   104.5   115.0   199.9   259.8   292.8   315.5   342.5   374.0   417.3   494.5   620.3  2230.0  89939.0    90000              0  1744821237393
read      227.8   103.3    59.1   107.9   118.6   201.4   260.1   293.5   316.9   344.7   377.3   421.5   498.6   627.9  1290.6  95042.2    95000              0  1744821243910
read      225.4   102.5    63.8   107.2   117.9   199.2   256.0   289.0   312.0   339.6   372.9   418.6   498.8   626.9  1215.6  99997.4   100000              0  1744821250426
read      227.8   110.8    54.7   108.4   119.3   200.8   257.3   290.8   314.5   342.5   375.9   422.3   505.4   667.7  2540.7 105134.8   105000              0  1744821256942
read      226.7   100.5    59.1   110.2   121.3   200.9   254.5   287.4   310.9   338.4   372.0   419.2   502.3   632.0  1111.9 109923.6   110000              0  1744821263457
read      225.5   104.6    68.9   111.4   122.7   200.4   251.6   282.9   305.3   332.2   365.5   411.2   496.0   677.4  2687.8 115207.6   115000              0  1744821269971
read      234.0   121.9    63.8   115.3   128.6   209.9   259.9   290.4   312.8   339.7   372.4   419.4   507.8   769.3  3900.0 120243.3   120000              0  1744821276487
read      237.4   103.7    63.8   116.4   130.0   214.2   266.2   296.6   318.8   345.7   378.4   425.8   519.9   707.9  2388.3 124840.2   125000              0  1744821283005
read      243.4   113.2    68.9   121.8   136.7   222.7   271.9   301.6   322.5   347.8   378.6   423.7   509.0   697.1  2941.4 129742.0   130000              0  1744821289522
read      254.1   103.1    54.7   129.1   145.0   234.8   284.0   312.5   333.6   358.4   388.9   433.8   536.8   718.2  1574.0 135170.2   135000              0  1744821296039
read      340.4   138.0    74.4   160.0   184.8   320.2   386.7   424.4   451.5   482.9   522.3   580.8   694.0   912.6  2480.1 139527.0   140000              0  1744821302555
read      320.6   132.4    68.9   156.6   179.4   303.6   362.1   395.0   419.1   447.3   483.5   538.9   643.0   824.2  2668.7 144983.8   145000              0  1744821309070
read      349.0   136.1    74.4   170.7   197.1   325.9   385.5   423.6   453.5   490.8   540.2   610.8   723.6   860.1  2118.6 147967.1   150000              0  1744821315586
read      451.7   197.1    93.8   250.5   277.0   400.0   536.6   586.5   614.0   640.9   674.5   721.2   807.2   981.9  7165.2 140635.9   155000              0  1744821322102
read      443.5   160.0    86.8   245.9   271.5   398.4   528.9   574.2   600.5   627.2   659.1   701.9   794.2   981.8  2679.6 143831.4   160000              0  1744821328618
read      439.3   171.1    93.8   238.7   265.7   402.4   509.0   556.2   586.4   619.0   655.6   703.3   796.3  1014.9  4542.6 146053.6   165000              0  1744821335135
read      424.6   149.9    74.4   228.9   254.1   411.5   505.9   540.1   562.4   585.7   615.5   656.6   744.6  1013.0  1875.0 150714.1   170000              0  1744821341652
read      462.5   170.3    93.8   259.8   286.6   406.8   537.1   598.4   630.3   663.6   699.5   746.2   849.7  1062.4  3380.2 139392.6   175000              0  1744821348168
read      450.3   157.7    86.8   252.8   278.8   401.1   529.5   581.9   611.7   640.7   675.4   722.2   804.3   964.1  1845.4 143280.9   180000              0  1744821354684
read      454.2   163.7    74.4   255.7   280.7   402.1   536.6   589.1   617.9   646.9   680.4   728.0   814.5   973.1  2627.5 141992.1   185000              0  1744821361199
read      417.4   148.8    86.8   224.4   251.4   399.2   484.8   523.0   547.1   575.2   607.7   653.1   743.9   935.6  3370.0 154137.8   190000              0  1744821367718
read      451.4   194.9    68.9   251.0   277.6   402.5   533.3   582.9   611.0   638.4   672.3   718.3   803.6   985.8  8348.2 142862.0   195000              0  1744821374234
read      447.1   191.0    74.4   246.7   273.6   401.3   528.7   576.5   604.3   632.0   665.5   710.7   800.6   973.2  6330.7 144174.2   200000              0  1744821380751
read      455.8   171.3    80.4   256.1   280.7   401.7   544.9   593.9   620.4   647.9   679.8   725.8   814.5  1072.3  3514.1 141487.2   205000              0  1744821387268
read      453.2   175.3    80.4   259.6   282.9   391.6   548.3   598.2   623.3   649.3   678.0   719.6   799.5   979.4  4717.2 142360.7   210000              0  1744821393784
read      456.6   169.4    93.8   256.8   282.2   402.8   541.5   594.1   621.7   650.6   683.2   730.1   815.4   995.4  3584.8 141259.6   215000              0  1744821400302
read      429.4   168.9    93.8   234.7   258.9   407.9   514.2   549.2   571.3   593.3   622.6   662.9   743.9   942.8  5291.7 150141.1   220000              0  1744821406818
CPU Usage Stats (avg/min/max): 41.00%,18.69%,52.55%
