#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      224.7   120.3    80.4   115.5   131.1   214.8   241.7   255.3   265.6   276.2   294.6   324.1  1029.6  1168.4  3117.6   4957.2     5000  1744822023356  1744822028374
read      242.6    86.1    80.4   132.8   152.6   240.5   266.4   280.3   291.5   304.8   320.6   346.4   420.5  1108.3  2430.1   9993.8    10000  1744822029885  1744822034901
read      270.6   286.1    68.9   137.6   158.0   259.2   292.3   311.9   325.7   341.6   364.0   401.2   500.5  1150.4 12019.8  14985.0    15000  1744822036412  1744822041426
read      253.9    77.6    74.4   134.9   152.8   254.6   287.2   305.4   317.8   332.4   348.2   373.6   430.4   691.1  1369.6  19944.4    20000  1744822042935  1744822047949
read      253.3   103.3    63.8   125.2   142.1   251.9   290.2   310.6   324.2   340.6   360.9   391.0   454.7   611.6  3858.5  25065.4    25000  1744822049458  1744822054472
read      254.6   138.7    74.4   123.6   139.8   251.4   293.6   316.3   331.5   347.3   367.9   397.4   458.8   592.1  6010.1  29884.6    30000  1744822055982  1744822060996
read      254.0    98.9    74.4   119.7   135.2   250.0   296.4   320.8   337.2   355.1   375.3   406.2   467.8   594.3  2574.2  35096.6    35000  1744822062505  1744822067519
read      254.8   202.6    74.4   116.4   130.8   246.9   296.0   321.6   338.5   357.1   379.0   411.4   471.9   720.3 10928.0  40020.0    40000  1744822069030  1744822074044
read      251.5   102.7    68.9   115.4   129.7   242.2   295.9   324.3   342.5   362.6   386.4   420.4   485.3   626.4  1681.0  45079.0    45000  1744822075555  1744822080568
read      242.7   102.6    63.8   111.2   124.0   231.4   284.5   313.5   333.1   354.3   378.6   413.4   476.9   605.8  2224.1  50065.2    50000  1744822082080  1744822087094
read      247.3   102.5    74.4   112.9   126.0   233.1   290.3   320.7   341.4   364.4   391.4   428.4   498.6   612.7   939.7  55057.0    55000  1744822088604  1744822093617
read      246.7   143.8    68.9   109.9   122.1   228.5   288.6   321.9   343.7   367.2   394.5   432.9   507.3   684.9  3970.3  60014.4    60000  1744822095128  1744822100143
read      238.6   105.0    68.9   108.4   119.7   219.1   277.9   312.3   335.2   359.9   388.2   426.9   497.6   652.0  1445.4  64914.6    65000  1744822101652  1744822106666
read      239.5   107.4    68.9   107.8   118.9   217.4   280.0   316.1   339.4   364.4   393.5   433.1   504.5   620.2  1172.3  70034.6    70000  1744822108175  1744822113189
read      237.0   112.1    68.9   107.7   118.5   213.8   275.1   311.1   335.1   360.7   390.1   430.2   503.6   637.8  1962.9  74820.4    75000  1744822114703  1744822119717
read      238.2   112.9    68.9   107.8   119.0   213.8   276.0   312.5   336.6   362.7   393.1   434.3   514.4   663.1  1720.2  80010.4    80000  1744822121230  1744822126244
read      235.9   115.3    63.8   107.8   119.4   212.0   270.2   306.5   331.3   358.0   388.9   430.6   507.0   676.1  1829.6  84836.8    85000  1744822127756  1744822132770
read      230.1   107.1    68.9   108.4   119.0   202.7   260.2   296.3   323.3   351.4   384.3   428.6   505.7   632.7  1562.3  90035.7    90000  1744822134280  1744822139295
read      233.1   123.6    68.9   107.2   118.3   205.7   265.4   302.8   329.6   357.8   389.5   432.0   507.1   721.1  1932.9  94754.8    95000  1744822140805  1744822145819
read      231.6   107.0    68.9   108.4   119.4   204.7   261.6   297.9   324.8   353.4   386.4   430.5   510.6   662.6  1618.3  99890.0   100000  1744822147329  1744822152343
read      234.4   109.7    68.9   110.6   122.3   206.9   261.9   298.3   326.4   356.5   390.2   435.0   525.2   699.9  1486.2 104951.9   105000  1744822153853  1744822158867
read      238.7   120.5    68.9   112.8   125.0   209.8   265.7   304.3   333.3   364.3   398.2   445.2   535.6   706.9  1649.2 110004.0   110000  1744822160377  1744822165392
read      234.2   113.5    68.9   112.0   123.5   204.6   258.9   296.9   326.7   358.3   393.1   438.9   527.8   689.0  2218.7 114770.2   115000  1744822166902  1744822171916
read      250.5   122.5    68.9   117.8   131.3   220.3   276.9   317.7   347.0   378.8   415.5   465.7   575.7   807.4  2765.7 120261.8   120000  1744822173429  1744822178444
read      262.9   126.7    68.9   120.2   134.8   229.4   291.7   335.7   366.4   399.5   438.7   496.7   632.9   905.7  1688.9 124845.5   125000  1744822179954  1744822184970
read      269.3   133.8    68.9   126.3   140.9   233.2   295.0   337.8   368.9   403.4   446.8   509.7   677.4  1008.0  2031.9 130258.0   130000  1744822186481  1744822191495
read      316.6   202.3    68.9   129.6   145.4   249.2   338.4   401.3   445.5   496.6   568.7   699.2  1028.7  1553.3  2595.8 134789.8   135000  1744822193006  1744822198019
read      448.7   431.5    74.4   161.4   179.7   278.3   416.0   551.2   650.0   786.5   971.2  1275.5  1745.0  3135.2 13839.8 135481.0   140000  1744822199529  1744822204542
read      476.0   499.4    74.4   154.4   174.1   264.3   335.7   485.1   676.1   914.9  1220.4  1477.9  2624.9  3520.6  4691.1 132597.6   145000  1744822206052  1744822211066
read      463.8   539.4    74.4   157.7   174.8   242.8   285.3   341.9   546.8   954.0  1318.0  1529.5  2730.7  3911.7  6124.7 138610.4   150000  1744822212577  1744822217591
read      468.0   531.0    80.4   165.5   180.9   242.4   281.6   335.8   560.9  1058.5  1338.9  1518.8  2671.9  3819.4  4781.5 137823.6   155000  1744822219101  1744822224115
read      462.8   521.0    80.4   162.2   177.9   244.2   290.2   366.9   576.4   940.3  1304.5  1496.1  2623.3  3753.1  5154.1 139608.2   160000  1744822225625  1744822230638
read      462.4   529.1    74.4   158.3   174.8   246.5   296.8   380.1   568.1   876.6  1265.1  1506.2  2768.2  3934.3  5645.0 139698.6   165000  1744822232151  1744822237165
