#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      475.3   571.5    80.4   157.3   173.8   248.1   294.6   349.6   543.9   946.1  1322.7  1550.8  3065.0  4288.5  5466.2 136115.2   170000  1744822238675  1744822243689
read      468.3   530.6    74.4   162.5   179.6   247.4   290.8   357.5   579.7   965.0  1315.0  1508.2  2727.9  3961.9  5402.5 138030.5   175000  1744822245200  1744822250214
read      468.6   569.0    74.4   161.2   176.7   248.0   295.9   368.7   550.5   839.3  1247.9  1526.3  3076.6  4627.2  6101.7 138117.4   180000  1744822251725  1744822256739
read      481.4   578.3    80.4   164.2   182.4   251.6   293.8   349.4   542.7   937.6  1319.4  1554.5  3130.2  4263.0  5857.2 134481.5   185000  1744822258251  1744822263265
read      470.8   538.3    74.4   167.3   182.7   247.6   291.7   363.3   593.3   940.0  1306.5  1511.5  2796.8  4204.6  5271.9 137332.0   190000  1744822264776  1744822269790
read      453.8   537.0    68.9   157.3   173.9   237.4   275.0   322.0   524.6   881.7  1289.7  1489.9  2826.2  4023.9  5241.0 142518.2   195000  1744822271300  1744822276314
read      469.3   536.4    74.4   163.1   179.4   247.4   293.2   362.0   575.1   972.3  1318.2  1505.2  2718.5  4126.2  5367.0 137696.6   200000  1744822277826  1744822282840
read      488.2   560.0    74.4   165.1   184.4   262.2   314.3   400.9   614.2   940.9  1303.4  1549.1  2974.7  4235.6  5421.2 132503.0   205000  1744822284351  1744822289366
read      461.8   542.7    74.4   159.5   174.9   242.0   286.0   346.8   559.5   905.5  1298.8  1492.6  2906.6  4248.4  5423.1 140018.2   210000  1744822290875  1744822295889
read      474.3   558.2    74.4   167.9   182.9   248.0   292.9   355.7   557.1   917.7  1312.1  1553.6  2899.3  4238.3  5513.5 136359.1   215000  1744822297401  1744822302415
read      474.1   525.7    74.4   162.6   178.9   253.2   314.6   432.1   634.4   910.9  1269.7  1502.7  2745.7  4034.6  5351.9 136372.2   220000  1744822303929  1744822308943
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 68.01%,4.02%,100.00%
