#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      238.8   114.8    68.9   118.1   131.9   216.2   265.8   296.1   319.3   345.4   377.2   423.4   509.1   680.5  4120.0 120195.4   120000              0  1744821577682
read      241.7   106.9    59.1   119.8   134.5   221.0   270.3   300.2   322.3   347.6   378.8   424.1   511.1   688.5  1762.0 124870.9   125000              0  1744821584201
read      249.9   105.5    63.8   125.0   140.4   230.8   280.1   309.6   331.1   355.8   386.4   430.9   522.6   689.9  2039.3 129515.8   130000              0  1744821590718
read      271.7   107.5    74.4   137.5   155.2   255.6   305.8   334.2   354.5   378.0   407.9   455.9   554.2   740.3  2088.7 134904.4   135000              0  1744821597233
read      320.9   133.4    74.4   155.2   178.4   302.8   362.6   396.2   420.9   449.6   485.5   539.7   652.3   873.6  3580.6 139779.6   140000              0  1744821603749
read      409.3   146.0    74.4   212.4   240.3   393.8   476.6   514.3   538.8   566.4   598.0   645.2   743.8   927.2  3275.3 142996.9   145000              0  1744821610266
read      442.8   155.5    80.4   241.7   269.2   405.9   521.8   567.9   595.0   623.5   656.4   702.1   802.3   983.2  2497.1 143396.8   150000              0  1744821616782
read      455.7   176.5    86.8   248.4   277.5   409.7   535.7   587.1   616.2   645.3   680.0   728.8   832.7  1175.2  4315.5 140608.1   155000              0  1744821623296
read      443.9   159.9    68.9   239.7   267.4   412.4   523.0   566.4   592.7   621.7   655.1   703.1   802.1   994.4  2855.1 143931.5   160000              0  1744821629812
read      437.7   179.1    86.8   236.8   263.1   403.0   517.9   560.9   586.2   614.0   643.4   689.4   793.9  1015.1  4567.2 146476.3   165000              0  1744821636328
read      464.5   167.1    68.9   255.2   286.1   417.4   524.3   589.9   628.2   666.7   707.9   760.1   862.5  1021.0  2551.4 138605.0   170000              0  1744821642847
read      455.6   163.5    68.9   247.8   278.2   414.6   528.0   580.8   612.6   644.5   681.8   733.9   840.5  1041.1  2478.6 141438.6   175000              0  1744821649363
read      445.4   176.0    74.4   245.3   272.1   398.7   528.6   576.0   603.1   629.7   661.8   704.7   804.6  1159.7  4457.9 144572.8   180000              0  1744821655881
read      454.8   158.9    93.8   247.8   277.4   420.5   528.1   576.3   606.3   637.4   675.3   727.0   823.6   997.4  2540.8 141841.7   185000              0  1744821662398
read      459.8   176.9    80.4   252.4   281.8   416.8   529.8   584.8   617.7   651.4   687.9   739.7   846.0  1034.4  4230.4 140295.6   190000              0  1744821668915
read      444.4   158.9    80.4   242.2   270.0   409.4   522.8   568.3   595.0   623.5   656.5   702.6   801.8  1011.5  2690.5 145064.0   195000              0  1744821675431
read      431.5   151.2    80.4   230.4   259.3   411.4   499.2   539.5   566.2   594.0   630.1   681.1   789.7   999.9  2421.0 149335.9   200000              0  1744821681949
read      448.0   169.0    93.8   245.0   272.5   410.7   531.4   576.2   602.6   629.3   661.5   704.8   800.2  1010.6  4349.2 143916.2   205000              0  1744821688465
read      448.5   164.8    80.4   244.6   271.7   411.8   532.8   577.0   603.1   629.5   661.9   707.4   810.0  1060.1  3690.0 143728.8   210000              0  1744821694982
read      455.6   173.2    68.9   250.4   278.8   413.7   530.4   582.1   612.7   643.1   679.5   730.0   831.0  1035.8  3504.0 141526.3   215000              0  1744821701500
read      443.3   160.1    86.8   243.1   270.0   402.5   524.8   571.0   597.8   625.3   657.7   702.5   802.9  1009.6  2616.2 145506.3   220000              0  1744821708017
CPU Usage Stats (avg/min/max): 39.87%,17.59%,51.52%
