#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      231.7   108.7    68.9   110.2   121.5   203.3   258.1   295.1   323.9   354.7   388.6   432.4   514.8   670.2  1632.9 115024.0   115000  1744822468378  1744822473392
read      248.9   121.5    68.9   117.5   130.7   218.2   275.3   316.1   346.2   378.8   415.4   464.5   560.6   774.1  2973.6 119731.3   120000  1744822474904  1744822479918
read      242.6   112.2    74.4   117.4   130.6   212.9   266.0   304.0   334.0   367.1   403.2   453.1   545.5   735.0  1574.0 125016.4   125000  1744822481429  1744822486443
read      293.9   216.0    74.4   126.8   141.6   235.9   308.4   362.9   400.4   443.1   498.8   608.7   993.8  1663.3  5973.3 130083.1   130000  1744822487954  1744822492970
read      285.9   163.2    68.9   126.7   141.7   238.5   308.8   359.4   395.4   434.9   483.8   569.2   841.4  1336.9  2805.2 135076.6   135000  1744822494481  1744822499495
read      311.2   182.8    68.9   132.4   149.1   260.0   342.1   394.0   430.4   472.1   529.6   631.0   920.2  1479.3  4191.3 140091.7   140000  1744822501005  1744822506019
read      399.4   370.9    68.9   143.3   158.4   232.6   307.2   461.6   591.5   745.0   943.3  1262.6  1670.4  2600.4  4129.5 144102.6   145000  1744822507531  1744822512545
read      476.7   533.2    74.4   162.9   179.4   250.4   296.7   370.9   637.7  1006.1  1327.2  1515.9  2697.3  3987.4  4746.1 135000.9   150000  1744822514059  1744822519074
read      444.7   484.7    74.4   155.6   172.2   238.6   284.2   373.0   598.3   871.7  1225.0  1446.4  2511.5  3529.3  4725.6 143366.3   155000  1744822520589  1744822525603
read      435.4   520.7    80.4   156.6   170.2   226.5   261.5   307.0   474.6   836.3  1251.8  1475.0  2713.6  3902.5  5481.5 147755.6   160000  1744822527118  1744822532132
read      455.3   422.6    74.4   153.0   171.1   259.4   426.7   583.4   679.3   814.0  1008.2  1334.6  2092.6  3251.6  4126.4 139863.2   165000  1744822533647  1744822538661
read      444.3   552.7    74.4   155.5   168.9   227.7   263.7   302.9   436.6   874.6  1291.9  1490.3  3008.1  4285.7  6119.7 145323.0   170000  1744822540176  1744822545190
read      472.7   512.1    80.4   163.3   178.4   256.9   319.8   452.0   664.5   902.6  1244.6  1486.3  2566.0  3856.4  5852.7 136646.1   175000  1744822546701  1744822551715
read      487.7   580.3    74.4   165.3   182.0   248.7   292.8   355.9   597.3  1089.8  1360.6  1556.2  3019.0  4295.7  6404.9 132675.1   180000  1744822553228  1744822558242
read      459.5   576.6    74.4   163.1   177.3   234.3   268.2   303.4   421.2   934.4  1328.5  1531.4  3030.1  4299.8  5767.3 140799.6   185000  1744822559751  1744822564765
read      463.0   553.7    74.4   155.5   171.9   243.1   284.2   331.7   521.1   905.8  1309.4  1533.9  2882.3  4229.8  5465.9 139702.0   190000  1744822566278  1744822571292
read      442.9   476.7    74.4   151.8   166.9   245.9   328.1   472.5   624.0   790.9  1035.2  1392.7  2541.2  3490.8  4740.4 145789.5   195000  1744822572802  1744822577817
read      486.7   570.6    74.4   162.7   178.4   249.6   298.7   369.6   588.3  1056.6  1356.4  1567.7  2956.0  4313.3  5938.6 132975.5   200000  1744822579328  1744822584342
read      468.4   570.8    74.4   158.1   175.0   244.2   287.0   338.7   519.4   907.9  1309.6  1528.3  3052.6  4392.1  5524.1 138115.4   205000  1744822585856  1744822590870
read      464.5   565.6    74.4   161.0   176.2   239.8   280.0   330.9   523.2   912.5  1304.3  1510.2  3051.5  4379.5  5466.2 139357.9   210000  1744822592380  1744822597394
read      465.8   591.7    74.4   162.8   178.2   239.3   273.6   311.1   414.8   876.2  1319.0  1559.3  3199.7  4705.3  5528.1 139008.6   215000  1744822598910  1744822603924
read      464.8   535.1    74.4   157.5   172.4   244.7   303.9   392.4   609.0   898.0  1265.3  1496.1  2773.2  4260.8  6029.8 139066.0   220000  1744822605436  1744822610450
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 51.38%,0.50%,100.00%
