#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      232.8   107.6    63.8   107.5   118.4   209.2   269.9   302.5   324.8   351.9   383.7   425.9   501.1   629.0   933.8  79868.8    80000 4993728188548728656  1744820922809
read      231.1   107.7    59.1   107.7   118.3   206.2   266.4   299.1   321.2   348.2   381.0   425.8   504.2   658.2  2141.5  85170.0    85000 4993728188548728656  1744820929325
read      232.3   112.3    59.1   107.5   118.4   205.5   266.7   299.7   322.6   350.0   383.1   429.2   521.8   770.9  2583.7  89993.4    90000 4993728188548728656  1744820935841
read      230.3   107.4    63.8   109.1   119.9   203.3   262.0   294.8   318.1   346.0   379.0   425.6   512.2   743.8  1760.2  94804.0    95000 4993728188548728656  1744820942358
read      232.1   115.3    63.8   109.2   120.3   204.5   262.3   295.1   318.1   346.0   380.5   429.2   529.7   886.6  2727.7  99758.8   100000 4993728188548728656  1744820948875
read      230.2   119.3    63.8   109.7   120.6   202.4   257.5   290.1   313.4   341.0   374.5   426.0   541.8   871.5  3396.5 104908.4   105000 4993728188548728656  1744820955392
read      228.2   105.8    63.8   109.8   121.0   202.1   255.9   287.9   311.0   338.7   372.4   421.6   518.1   743.4  2590.0 110097.6   110000 4993728188548728656  1744820961912
read      230.9   108.2    63.8   113.0   125.4   205.9   257.4   288.6   311.0   337.8   371.4   420.9   519.4   777.6  1965.3 115170.7   115000 4993728188548728656  1744820968428
read      239.9   108.5    68.9   117.0   130.5   216.0   268.0   298.8   321.3   348.9   383.2   431.5   538.3   806.3  2001.8 120175.8   120000 4993728188548728656  1744820974947
read      232.2   103.7    68.9   116.5   129.6   209.5   258.5   288.4   310.2   336.2   368.3   413.6   501.2   680.6  2453.9 124876.0   125000 4993728188548728656  1744820981466
read      237.5   100.8    68.9   119.8   133.7   217.3   265.2   293.5   314.6   339.5   370.4   415.6   503.1   677.4  2000.5 129855.0   130000 4993728188548728656  1744820987981
read      246.2    96.0    74.4   127.7   142.6   228.8   274.6   302.1   321.6   345.2   373.9   417.6   501.2   675.1  1814.9 135052.1   135000 4993728188548728656  1744820994496
read      265.1   108.5    68.9   133.7   151.2   247.8   296.7   325.5   346.3   370.8   401.2   449.2   546.7   739.2  1939.0 139667.0   140000 4993728188548728656  1744821001012
read      304.6   124.5    74.4   151.9   173.9   287.8   342.2   373.0   395.9   422.8   457.3   508.1   616.7   804.1  2985.1 144831.1   145000 4993728188548728656  1744821007528
read      424.4   149.9    74.4   227.3   255.4   398.3   492.4   535.0   562.5   591.5   627.2   677.7   779.0   940.1  2466.8 145464.4   150000 4993728188548728656  1744821014044
read      451.3   161.5    80.4   255.8   280.0   397.3   538.9   589.0   616.1   642.8   675.5   720.5   802.9   966.4  2508.2 141875.0   155000 4993728188548728656  1744821020559
read      431.4   155.3   101.3   234.1   260.8   401.9   503.4   545.5   572.6   601.3   635.7   685.7   786.4   963.8  2685.4 147669.5   160000 4993728188548728656  1744821027074
read      449.0   175.6    80.4   255.1   278.2   393.7   543.9   588.4   613.0   637.1   667.7   707.0   790.4   956.2  3080.4 143412.7   165000 4993728188548728656  1744821033590
read      450.1   172.5    86.8   249.4   275.8   403.3   535.6   582.1   608.9   635.3   668.5   713.9   804.6  1029.4  3396.0 142987.2   170000 4993728188548728656  1744821040106
read      446.8   169.2    86.8   248.7   273.8   401.1   536.2   579.5   604.7   629.7   660.5   700.7   790.1   960.1  4358.9 144245.0   175000 4993728188548728656  1744821046621
read      463.1   171.7   101.3   267.7   292.5   397.8   550.0   610.6   641.1   670.1   701.4   742.8   830.6   988.8  2203.9 139430.0   180000 4993728188548728656  1744821053136
read      447.3   170.1    93.8   251.1   276.2   397.9   531.9   579.6   606.8   633.3   666.2   711.1   804.9  1029.5  3150.2 144166.2   185000 4993728188548728656  1744821059652
read      443.9   169.3    93.8   245.7   271.2   401.7   530.3   573.5   598.8   624.4   654.2   693.1   786.9  1013.4  4232.0 145288.5   190000 4993728188548728656  1744821066169
read      439.6   151.8    80.4   240.1   266.3   409.2   518.9   560.7   586.3   614.7   645.5   691.2   790.3   979.8  2081.7 146573.9   195000 4993728188548728656  1744821072684
read      458.0   184.0    80.4   258.5   283.7   401.7   543.0   596.3   623.7   652.4   683.8   730.5   817.1  1017.3  4726.4 140844.1   200000 4993728188548728656  1744821079201
read      449.3   160.8    63.8   253.7   278.9   398.5   529.8   582.1   611.0   638.9   673.0   719.4   804.6   996.6  3070.7 143537.7   205000 4993728188548728656  1744821085719
read      427.5   215.5    68.9   231.4   256.7   403.7   507.0   543.1   566.1   589.5   620.0   662.7   747.2   976.4 12260.0 150684.6   210000 4993728188548728656  1744821092235
read      455.7   162.6    63.8   257.5   283.5   402.4   532.5   589.5   620.3   651.6   685.6   733.9   825.0   987.6  2437.8 141543.4   215000 4993728188548728656  1744821098750
read      479.9   174.5   109.4   281.2   306.1   406.7   557.4   635.2   668.6   700.9   734.7   784.5   876.7  1087.1  2939.9 134585.2   220000 4993728188548728656  1744821105267
CPU Usage Stats (avg/min/max): 41.41%,19.40%,53.30%
