#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      269.2   114.2    80.4   138.7   154.6   250.0   298.9   326.4   346.1   370.5   401.4   454.2   619.2   938.8  2342.5 124754.7   125000  1744996145474  1744996150488
read      298.0   155.7    74.4   146.4   164.6   273.2   326.1   356.6   379.4   407.6   448.7   524.8   781.9  1097.6  4559.0 129887.5   130000  1744996152000  1744996157014
read      331.1   164.1    80.4   149.0   168.7   296.3   360.8   402.1   438.2   488.7   555.0   643.0   802.0  1129.0  2998.4 134679.6   135000  1744996158526  1744996163541
read      324.8   141.1    86.8   165.0   187.5   304.8   357.5   388.8   412.1   441.3   481.3   547.1   716.1  1065.5  4239.6 140327.9   140000  1744996165053  1744996170067
read      420.5   181.7    86.8   207.2   239.1   384.9   470.5   521.5   555.9   593.8   640.8   712.7   930.4  1243.2  4436.0 140041.2   145000  1744996171581  1744996176595
read      379.9   143.4    86.8   192.1   220.6   357.3   427.1   466.4   494.8   527.4   567.8   628.8   782.8  1016.9  2014.1 148205.7   150000  1744996178109  1744996183123
read      405.2   183.1    86.8   190.1   220.7   365.3   430.8   482.4   533.6   598.6   669.1   749.1   908.4  1241.7  2928.6 142050.1   155000  1744996184636  1744996189649
read      434.6   176.6    86.8   222.5   254.0   403.6   480.2   528.0   563.8   606.7   659.7   733.3   885.2  1272.7  4686.3 145569.1   160000  1744996191161  1744996196175
read      445.0   165.3    93.8   234.7   262.5   421.4   512.0   553.5   581.9   614.2   653.5   718.1   890.1  1205.1  2502.4 144667.3   165000  1744996197689  1744996202702
read      468.3   189.0    86.8   250.9   280.4   427.6   534.7   588.7   622.8   659.6   702.5   767.0   922.8  1259.0  4290.5 137781.2   170000  1744996204215  1744996209228
read      446.6   190.8    93.8   229.9   260.2   416.3   500.8   547.7   581.9   621.3   670.6   741.7   917.5  1244.7  4624.6 143819.3   175000  1744996210741  1744996215754
read      449.7   167.6    93.8   241.2   269.4   416.4   520.6   567.7   597.3   629.4   668.6   726.1   858.1  1140.9  3200.9 143396.2   180000  1744996217266  1744996222280
read      456.0   183.1    93.8   231.1   263.0   423.2   505.1   556.4   594.6   640.3   696.6   779.1   950.7  1296.1  3242.5 141361.0   185000  1744996223794  1744996228808
read      443.9   169.3    93.8   231.2   260.8   414.4   500.5   547.7   582.5   622.0   670.3   738.6   873.3  1110.6  2950.8 145292.5   190000  1744996230320  1744996235334
read      445.2   163.5    86.8   239.4   266.9   416.5   516.1   560.1   588.5   620.4   658.1   714.2   844.0  1063.7  2741.2 144872.7   195000  1744996236846  1744996241860
read      449.5   175.8    93.8   236.0   264.1   422.5   516.8   560.9   589.6   623.3   665.2   729.8   898.4  1241.5  3155.8 143482.5   200000  1744996243371  1744996248385
read      443.7   176.9    93.8   223.3   256.1   413.7   490.7   539.5   577.1   621.5   675.4   747.8   915.6  1237.6  3238.2 145344.4   205000  1744996249897  1744996254911
read      451.7   168.5    86.8   238.1   266.7   423.8   517.6   562.8   592.2   626.8   669.7   735.2   900.9  1330.7  2669.5 142846.4   210000  1744996256423  1744996261437
read      439.4   168.9    93.8   231.3   259.0   414.4   505.7   548.4   577.6   610.0   648.9   711.1   851.0  1137.0  4302.2 146760.7   215000  1744996262949  1744996267963
read      460.7   173.4    86.8   246.7   275.8   425.6   533.2   582.3   613.2   645.3   685.0   743.0   885.7  1188.4  3592.9 140104.1   220000  1744996269477  1744996274491
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 51.38%,0.00%,100.00%
