#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      218.7   111.9    68.9   115.8   127.7   196.3   237.3   264.2   284.0   307.8   338.3   386.3   492.9   773.8  3360.8 155090.7   155000  1744823429261  1744823434275
read      222.3   113.6    68.9   117.8   129.6   199.1   239.9   266.4   286.0   310.0   341.6   393.1   521.5   878.6  4144.8 159515.2   160000  1744823435786  1744823440800
read      222.7   114.6    74.4   119.9   132.1   200.7   238.9   263.7   282.1   305.2   336.3   387.9   527.1   912.0  4227.9 165243.8   165000  1744823442317  1744823447331
read      227.1   104.1    68.9   121.4   134.6   207.0   246.3   270.8   289.6   312.8   343.8   394.7   511.7   792.8  3051.5 170632.5   170000  1744823448843  1744823453857
read      240.7   150.1    68.9   128.5   142.5   219.9   260.4   285.6   304.8   328.8   361.9   415.5   548.1   929.0  1967.5 174700.5   175000  1744823455370  1744823460384
read      244.2   123.0    68.9   125.0   139.0   219.6   263.9   291.3   312.5   339.4   375.8   437.6   606.7  1077.6  3182.3 180081.0   180000  1744823461897  1744823466911
read      252.6   134.4    68.9   131.2   145.8   224.2   265.9   292.3   313.8   341.9   384.2   466.7   699.0  1118.7  4216.7 180298.3   185000  1744823468424  1744823473438
read      259.8   127.1    74.4   134.7   150.3   233.4   278.2   307.4   330.4   360.4   401.1   470.3   635.4  1014.9  1884.7 186267.7   190000  1744823474954  1744823479969
read      273.3   121.1    74.4   140.4   157.5   250.2   296.6   324.9   346.4   374.1   412.4   476.9   658.1  1125.6  2215.0 189754.2   195000  1744823481483  1744823486497
read      269.3   122.6    74.4   140.3   157.1   244.9   289.3   316.9   339.4   368.4   408.9   478.2   642.1  1133.2  2514.7 192455.2   200000  1744823488010  1744823493024
read      290.7   129.4    74.4   151.3   170.2   268.9   317.8   347.5   370.4   398.0   434.4   495.1   640.5  1158.0  2919.6 193225.8   205000  1744823494537  1744823499552
read      295.2   118.0    74.4   164.7   184.7   276.1   318.2   344.5   365.4   390.9   425.3   480.7   623.6  1166.8  3098.5 198045.9   210000  1744823501065  1744823506079
read      295.5   106.8    74.4   160.9   183.0   285.4   325.4   348.0   365.9   387.0   414.5   460.0   573.7   978.2  2842.1 202301.7   215000  1744823507591  1744823512606
read      312.7   113.1    80.4   189.7   211.9   297.4   334.7   357.5   374.2   397.2   428.3   478.4   610.5  1032.7  2550.8 202329.7   220000  1744823514120  1744823519134
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 51.88%,0.50%,100.00%
