Random waveform, supplied seed
Total number of intervals = 143 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185, 152724, 20845, 140348, 88725, 134088, 66126, 78214, 55191, 54081, 112478, 179666, 100584, 127920, 6594, 25020, 129587, 10277, 148458, 66114, 49261, 133049, 106628, 23498, 103564, 161774, 39037, 163622, 132405, 131596, 174543, 90567)
Average QPS expected = 94260
Timestamp start: 1746896064800
Timestamp end: 1746897065133

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      257.0   138.9    80.4   134.0   148.1   234.0   282.2   310.1   330.5   354.8   386.6   435.4   578.0  1321.2  5228.9 123929.3   123975
read      260.5   105.4    86.8   131.4   144.6   257.7   295.7   316.1   330.8   346.9   369.5   402.1   488.2  1027.1  2287.8  28565.9    28449
read      251.6    89.9    86.8   138.6   155.2   248.0   276.6   292.8   304.5   317.7   337.1   367.8   452.6   949.1  2251.7  14870.6    14903
read      267.8   140.9    86.8   129.6   142.2   259.9   301.5   322.6   338.6   357.1   380.1   419.3   575.7  1731.5  4671.6  31091.1    31189
read      271.7   150.3    86.8   127.2   139.0   263.7   312.8   338.2   355.9   375.2   400.1   437.4   546.0  1575.5  6263.7  40678.4    40636
read      252.9   134.4    80.4   125.2   136.3   226.0   285.6   315.7   336.7   361.3   393.3   447.7   604.0  1533.3  3451.3  80491.1    80574
read      345.6   186.2    80.4   160.3   180.8   308.4   387.5   433.9   466.3   503.5   549.4   622.9   795.6  1794.3  5570.2 168490.1   168820
read      326.6   172.1    80.4   152.6   172.1   291.0   360.9   403.6   435.7   473.6   523.7   600.1   774.5  1672.4  4130.6 162608.1   162621
read      254.3   121.3    80.4   132.3   146.3   234.5   281.9   308.6   327.6   349.8   378.2   423.1   541.0  1418.3  2927.5 101683.0   101621
read      240.6   119.1    80.4   124.6   135.1   228.4   280.1   303.5   318.6   336.1   357.5   390.0   463.7   923.4  3920.7  58578.3    58592
read      321.7   170.3    80.4   152.9   171.9   288.6   354.2   394.6   425.1   461.8   508.9   584.1   743.8  2038.6  4539.9 153055.4   153042
read      248.7   146.7    86.8   129.6   142.0   223.2   272.9   302.0   322.2   345.6   375.9   423.8   570.8  1592.0  4316.0 112138.0   112238
read      331.7   179.2    80.4   156.6   176.1   294.0   365.8   412.0   446.4   486.0   535.5   608.3   762.2  1638.5  6049.4 160328.3   160265
read      240.2   112.4    86.8   125.4   136.4   228.7   279.4   302.9   318.0   335.6   356.9   389.3   460.0   733.6  4201.7  57149.7    57109
read      239.5   117.2    86.8   125.1   136.1   215.9   271.4   301.6   321.1   343.2   369.6   407.5   499.2   920.9  3326.3  88428.1    88551
read      235.5    81.3    93.8   141.1   157.6   229.9   254.3   268.4   278.4   291.7   309.4   338.0   412.2  1022.0  2298.5   8397.4     8385
read      270.9   144.2    86.8   129.1   141.6   263.3   309.5   333.1   349.0   367.9   391.8   428.2   539.5  1722.9  5987.4  34183.7    34088
read      280.4   243.8    86.8   131.6   144.8   232.8   286.7   316.7   338.6   364.9   399.5   467.1  1504.2  2933.3  7000.3 113602.6   113600
read      258.1   132.7    80.4   136.4   150.6   235.4   283.0   310.8   331.1   355.5   387.1   434.9   562.3  1379.3  4255.0 131747.7   131842
read      246.2   129.9    80.4   129.4   141.6   221.6   271.2   300.3   320.5   344.4   373.6   419.5   538.7  1670.8  3496.4 112022.9   112066
read      239.4   115.1    80.4   124.3   134.9   220.4   276.2   303.5   321.0   341.0   365.1   399.7   481.6   841.4  3429.5  72404.9    72585
read      260.0   129.7    80.4   137.7   151.7   237.3   285.0   312.8   333.3   357.8   389.4   437.3   568.1  1493.5  3318.4 133328.7   133669
read      244.5    94.1    93.8   141.3   158.3   238.3   265.3   280.3   291.5   305.6   323.8   357.0   438.4  1085.0  3437.7  11759.7    11820
read      251.5   198.8    86.8   140.0   157.1   242.4   270.1   285.9   296.6   311.6   330.8   363.3   445.7  1898.5 10035.7  12655.0    12639
read      299.7   276.3    80.4   135.4   149.7   243.8   298.0   328.8   351.3   379.4   420.7   521.6  1604.4  3238.2  7212.9 118440.9   118548
