Random waveform, supplied seed
Total number of intervals = 200 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185, 152724, 20845, 140348, 88725, 134088, 66126, 78214, 55191, 54081, 112478, 179666, 100584, 127920, 6594, 25020, 129587, 10277, 148458, 66114, 49261, 133049, 106628, 23498, 103564, 161774, 39037, 163622, 132405, 131596, 174543, 90567, 116582, 13888, 119224, 156471, 164013, 41909, 128280, 107066, 46119, 10227, 10870, 146664, 19865, 113409, 70623, 52633, 104630, 42594, 95196, 52243, 37031, 39878, 110750, 8231, 63638, 90167, 50555, 15997, 43089, 12188, 76615, 143480, 63793, 71996, 41778, 21860, 45582, 81972, 42852, 51852, 109368, 55794, 35534, 90576, 95085, 100029, 72551, 84629, 74136, 130756, 69916, 72019, 78070, 99548, 36393, 172591, 8325)
Average QPS expected = 87951
Timestamp start: 1746888001760
Timestamp end: 1746889202088

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      247.4   136.3    80.4   131.3   144.3   223.0   270.0   297.8   318.5   342.8   373.6   422.2   543.4  1456.4  3469.7 127985.7   127920
read      234.1    91.9    86.8   143.7   158.5   224.6   248.9   263.9   274.3   289.3   309.7   342.7   429.2  1179.2  3090.3   6605.3     6594
read      255.5    95.9    86.8   135.3   149.2   253.4   289.5   307.6   319.6   335.5   354.7   385.0   460.6   719.2  2771.0  25002.0    25020
read      532.3   538.2    86.8   177.2   199.6   305.0   405.8   591.9   781.6  1020.9  1312.1  1551.6  2616.6  4193.3  8057.3 129605.0   129587
read      254.6   199.2    93.8   145.4   160.7   234.0   264.6   282.3   295.4   313.2   338.1   383.1   652.5  2239.2  9128.4  10255.8    10277
read      564.0   551.6    86.8   186.4   208.9   320.9   480.0   690.2   859.0  1071.1  1329.0  1573.1  2658.6  4360.0  8111.7 148193.7   148458
read      379.6   315.9    86.8   143.0   163.6   296.1   378.1   433.7   480.8   548.1   661.0   903.1  1539.5  3050.5  7807.0  66076.5    66114
read      267.0   127.3    86.8   128.3   140.5   256.7   311.6   337.4   355.0   374.2   399.4   438.0   551.9  1082.2  3801.3  49309.3    49261
read      557.7   559.7    86.8   183.7   206.0   312.2   442.0   661.2   849.1  1080.6  1347.8  1590.0  2714.8  4330.7  8022.5 132857.8   133049
read      487.2   437.4    86.8   165.7   189.2   316.4   462.9   596.8   698.8   837.9  1007.6  1284.0  2168.9  3429.8  7953.0 106920.3   106628
read      252.1    95.6    80.4   135.6   149.7   247.6   284.1   302.7   315.8   331.8   351.5   384.7   464.5   639.2  3105.2  23434.3    23498
read      307.8   149.6    80.4   139.2   155.1   274.9   351.9   397.1   427.0   460.3   501.3   566.3   721.0  1072.4  2197.4 103455.7   103564
read      557.3   576.4    86.8   185.3   207.2   310.4   418.8   620.6   823.0  1084.3  1370.0  1614.5  2823.1  4454.4  8035.5 161812.2   161774
read      336.5   352.1    86.8   138.6   156.3   271.7   329.3   366.5   397.7   442.8   517.4   696.3  1458.1  6950.8  8719.2  39061.5    39037
read      569.9   596.5    86.8   185.6   207.6   309.4   413.4   639.6   869.7  1156.7  1411.6  1655.1  2963.7  4386.9  8020.3 163607.3   163622
read      580.5   602.6    86.8   185.7   208.6   330.2   508.3   700.5   853.3  1043.5  1308.7  1645.1  2983.6  5617.3  9023.6 132291.7   132405
read      580.6   601.1    86.8   186.6   210.0   333.4   511.4   704.7   859.7  1050.1  1308.4  1638.7  2891.1  4555.9 10741.2 131467.7   131596
read      576.0   567.3    86.8   185.5   208.3   334.4   519.9   701.6   846.7  1028.4  1283.7  1630.3  2874.5  4282.7  8039.3 174816.2   174543
read      548.4   532.0    86.8   185.0   208.1   339.8   517.9   666.9   783.1   930.5  1140.2  1490.7  2609.0  5002.1  8119.4  90618.2    90567
read      498.3   456.5    86.8   176.6   199.4   340.9   479.3   586.9   678.0   802.7   988.1  1307.1  2267.8  4003.2  8081.9 116423.8   116582
read      486.3   511.2    86.8   153.7   176.4   329.0   449.7   553.4   646.4   778.8   979.7  1291.9  2310.8  7471.2  9432.4  13912.3    13888
read      567.8   511.4    86.8   182.2   207.6   359.2   562.1   717.8   843.8   998.8  1199.7  1519.6  2519.2  3930.1  8022.5 118818.0   119224
read      570.5   575.9    86.8   187.0   209.3   324.9   481.5   679.6   842.3  1041.7  1309.6  1631.2  2872.8  4370.9  8118.9 156358.7   156471
read      559.6   561.1    80.4   186.2   208.0   322.5   483.4   660.6   808.7   997.2  1266.1  1603.8  2837.9  4394.1  8034.8 163724.5   164013
read      523.7   545.3    86.8   171.8   196.1   336.9   492.7   615.9   716.8   851.5  1051.2  1417.0  2505.0  7600.9  9289.2  41992.5    41909
read      525.0   493.2    80.4   183.7   206.1   331.5   489.4   627.1   739.0   887.6  1090.7  1445.9  2465.9  4012.2  8024.5 128325.8   128280
read      443.4   368.9    86.8   166.3   187.9   315.7   432.0   527.9   607.3   711.4   861.4  1111.9  1800.3  3096.3  7856.1 107102.0   107066
read      289.9   169.0    80.4   135.6   149.9   249.7   313.1   354.2   385.0   421.3   468.6   555.5   845.5  1485.5  5552.4  46128.7    46119
read      222.0    91.2    86.8   136.1   147.8   210.9   238.7   255.6   268.5   284.0   305.0   341.0   429.0   658.2  3430.8  10266.7    10227
read      238.1    96.4    93.8   143.0   158.7   228.6   254.5   270.5   282.5   296.5   317.0   351.5   457.0  1011.6  3113.3  10827.3    10870
read      553.3   475.4    86.8   186.8   210.6   363.7   568.1   709.1   817.0   953.1  1139.6  1437.4  2288.5  3968.7  8129.6 146534.0   146664
