Random waveform, supplied seed
Total number of intervals = 200 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185, 152724, 20845, 140348, 88725, 134088, 66126, 78214, 55191, 54081, 112478, 179666, 100584, 127920, 6594, 25020, 129587, 10277, 148458, 66114, 49261, 133049, 106628, 23498, 103564, 161774, 39037, 163622, 132405, 131596, 174543, 90567, 116582, 13888, 119224, 156471, 164013, 41909, 128280, 107066, 46119, 10227, 10870, 146664, 19865, 113409, 70623, 52633, 104630, 42594, 95196, 52243, 37031, 39878, 110750, 8231, 63638, 90167, 50555, 15997, 43089, 12188, 76615, 143480, 63793, 71996, 41778, 21860, 45582, 81972, 42852, 51852, 109368, 55794, 35534, 90576, 95085, 100029, 72551, 84629, 74136, 130756, 69916, 72019, 78070, 99548, 36393, 172591, 8325)
Average QPS expected = 87951
Timestamp start: 1746890771902
Timestamp end: 1746891972229

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      250.3   126.5    86.8   149.7   167.1   243.2   271.3   286.9   297.1   311.3   328.4   356.7   423.6  1090.4  6819.7   8198.0     8195
read      313.4   192.5    80.4   156.5   176.3   283.6   335.5   367.0   391.4   421.6   462.5   533.1   786.5  2686.5  5512.7 158500.8   158594
read      307.1   194.1    80.4   153.2   172.4   280.1   333.2   364.7   388.3   416.8   455.3   517.6   690.5  2788.9  7468.9 149915.2   149766
read      280.3   321.1    93.8   146.8   165.2   247.4   279.3   296.8   310.3   325.5   347.1   391.5  1093.5  5127.4  8070.0  10349.5    10382
read      500.1   536.0    86.8   203.3   236.4   348.3   411.9   464.6   514.9   596.2   948.8  1485.7  2604.2  6665.6  9111.0 170209.5   170548
read      377.4   199.9    86.8   193.5   222.5   338.3   400.3   443.7   478.0   521.6   578.8   666.6   869.9  1770.0  7752.5 150673.0   150565
read      313.8   170.6    80.4   149.5   169.2   290.7   349.2   383.2   407.6   437.1   476.9   540.6   685.1  1874.9  5836.4 137034.2   137144
read      302.6   194.1    80.4   153.1   173.2   278.8   326.6   354.7   375.2   400.9   435.0   493.1   671.4  2930.6  6503.9 143220.3   143496
read      303.4   240.1    80.4   148.8   166.1   266.8   314.8   343.3   365.8   393.5   431.5   502.5  1315.3  3269.6  7311.1 144763.5   144743
read      261.6   180.3    80.4   132.7   146.5   232.9   284.6   314.3   336.0   361.6   394.1   446.4   600.5  2635.1  6357.0 116766.3   116745
read      253.8   135.7    80.4   133.1   146.9   230.0   278.8   307.8   328.6   353.1   384.4   431.6   545.6  1498.6  4824.2 129438.8   129314
read      278.2   151.0    80.4   141.1   157.3   254.4   305.2   335.4   357.9   384.9   420.2   474.8   614.6  1844.0  4832.5 144634.5   144723
read      245.3   130.2    80.4   129.3   141.5   219.3   269.5   299.2   320.3   344.8   374.3   419.7   536.4  1400.8  3608.6 117490.0   117379
read      248.4   136.8    74.4   130.9   143.5   222.9   273.0   302.7   323.8   348.4   379.0   424.9   535.1  1473.4  4181.5 119939.0   119931
read      257.0   148.0    80.4   135.6   149.7   232.4   280.0   308.0   328.3   352.4   383.7   431.2   567.6  1697.8  4626.2 132046.5   132052
read      265.9   134.7    80.4   141.3   156.8   244.7   290.9   317.7   338.1   362.5   394.0   443.3   570.6  1540.0  4025.4 143322.0   143350
read      267.7   140.7    86.8   142.3   157.9   245.5   291.7   318.5   338.9   363.3   395.0   445.8   580.9  1724.5  3980.0 143423.2   143518
read      341.9   182.6    80.4   167.6   189.7   307.9   372.6   414.3   446.1   484.3   534.0   608.9   772.2  1823.7  7060.6 173026.3   172981
read      251.4   129.2    80.4   128.9   141.1   227.2   281.8   311.7   332.5   356.4   385.9   430.5   548.4  1371.5  3428.6  94219.0    94027
read      332.3   171.6    74.4   167.9   190.4   307.4   364.1   398.0   424.3   456.2   497.8   564.6   714.0  1749.7  5731.2 170174.2   170019
read      333.1   157.9    86.8   172.0   194.3   308.0   364.5   398.6   425.0   456.7   498.2   562.9   704.1  1673.2  5047.0 178999.7   179090
read      260.2   163.2    80.4   127.2   138.7   240.1   292.4   318.6   337.9   360.6   390.0   436.2   580.4  2238.5  3964.1  47247.5    47130
read      278.6   138.2    86.8   139.1   155.7   272.8   312.3   333.0   346.9   364.7   386.5   420.8   534.0  1635.5  5288.0  19354.5    19439
read      332.7   328.9    86.8   143.4   160.5   270.0   326.2   359.4   384.7   417.2   466.4   590.6  1681.9  3710.8  7713.6 129016.3   128963
read      268.7   131.4    93.8   137.7   152.3   263.4   302.0   322.1   337.1   354.1   374.8   409.1   494.5  1413.4  5920.1  23803.0    23787
read      259.3   145.1    86.8   126.2   137.1   240.9   301.4   328.4   346.2   368.3   396.9   443.3   565.8  1423.4  5122.2  61757.0    61848
read      242.6   116.6    80.4   127.0   138.5   216.2   272.0   303.8   325.5   349.2   377.3   418.5   507.7  1088.3  3590.4 101793.8   101968
read      244.4   117.1    80.4   128.7   140.5   218.4   272.4   303.7   325.2   349.2   378.3   420.4   511.0  1167.8  2945.7 108802.3   108767
read      243.9   127.7    80.4   126.5   137.9   216.8   274.7   306.9   328.3   351.9   379.8   421.0   518.8  1082.5  3559.5  97179.0    97139
read      315.0   154.6    86.8   153.5   173.4   289.3   350.8   387.4   413.8   445.1   485.1   545.2   684.1  1536.0  4143.1 158782.8   158594
read      270.0   135.8    80.4   141.1   156.7   248.6   297.1   325.4   345.9   371.0   402.8   455.8   585.0  1349.3  4801.8 141074.5   141240
read      272.0   136.0    86.8   128.1   139.9   264.1   314.3   340.1   358.8   380.0   405.8   448.1   549.4  1678.7  3128.8  41439.3    41405
read      265.3   132.7    80.4   125.9   137.2   250.6   308.8   336.7   356.5   379.2   409.5   459.0   573.3  1287.9  2953.0  58161.5    57997
read      256.6   124.4    80.4   136.4   150.4   233.9   281.9   310.2   331.0   355.8   387.3   434.0   547.1  1232.3  3443.6 133655.0   133577
read      245.4   107.5    86.8   126.4   137.3   234.5   288.6   311.8   326.8   343.3   364.5   395.5   465.5   743.3  3538.8  53852.7    53832
read      254.0   124.2    80.4   136.8   150.8   232.3   278.7   306.5   326.7   350.8   382.2   429.1   540.2   879.9  4947.2 139716.2   139832
read      319.8   195.0    80.4   162.0   182.4   286.7   337.3   369.2   394.9   427.6   472.7   555.0   845.6  2672.0  5927.5 170550.8   170515
read      258.9   144.5    80.4   132.0   146.1   231.8   281.4   310.7   332.4   358.7   392.9   449.5   635.5  1657.5  4047.5 128661.2   128494
read      286.6   215.0    93.8   136.4   152.0   259.7   300.6   323.3   341.7   365.5   399.3   469.9  1072.9  2857.9  7582.0  20781.5    20789
read      300.4   317.5    86.8   125.4   137.7   254.6   314.8   346.8   370.8   399.2   435.9   504.1  1480.2  4671.3  7862.1  63655.8    63647
read      243.6   121.0    80.4   122.9   133.8   224.9   282.6   308.7   325.6   344.4   368.6   403.9   512.6  1093.9  3308.2  64809.2    64802
read      243.5   101.9    80.4   124.7   135.6   230.8   284.3   308.1   323.5   341.4   364.2   398.5   487.9   809.1  2683.8  55626.3    55719
read      323.7   163.6    80.4   167.1   188.8   300.8   354.5   385.7   408.3   436.0   473.5   538.9   712.1  1669.2  5270.4 174204.5   174179
read      258.0   159.5    80.4   128.1   140.6   224.4   277.8   309.2   331.6   358.1   392.8   455.8   803.2  1817.0  3842.4 106334.2   106356
read      336.2   210.9    80.4   166.3   188.7   305.5   363.6   398.2   424.8   456.7   499.0   569.8   764.3  3272.7  6177.2 178676.2   178750
read      245.0   119.4    80.4   127.0   139.2   219.9   271.4   301.2   321.9   346.2   376.7   425.1   554.1  1170.0  2984.9 105771.3   105831
read      244.9   142.6    80.4   127.5   139.1   216.8   269.2   299.9   321.3   345.8   375.4   420.4   545.8  1942.2  3654.0 110490.0   110667
read      257.3   134.6    86.8   144.7   163.4   247.7   277.4   294.0   306.9   321.0   341.5   372.5   468.7  1518.5  7053.8   8869.3     8803
read      298.5   272.7    80.4   127.0   139.1   271.2   329.6   359.3   379.4   401.8   431.9   486.2  1074.4  3730.5  8354.1  45649.0    45662
read      283.2   204.1    86.8   130.3   143.4   273.1   319.4   343.0   360.1   379.2   403.5   446.8   626.2  2029.3  9671.8  30898.5    30867
read      280.4   152.5    86.8   126.2   137.9   269.5   326.8   356.4   375.9   397.7   425.1   466.2   593.2  1706.7  3738.5  45753.2    45656
read      295.3   284.9    80.4   127.5   139.6   230.8   289.9   322.3   346.3   376.3   424.5   649.4  1508.8  3249.2  7733.8 100946.3   100938
read      254.2   205.2    80.4   132.2   145.8   226.5   273.5   301.8   322.1   346.6   378.4   428.0   579.5  2166.1  6011.7 132417.8   132360
read      240.7   108.9    80.4   123.3   133.8   222.0   282.5   309.5   326.8   345.0   367.8   400.4   473.5   733.5  2680.8  67722.8    67591
read      274.2   180.0    86.8   129.6   142.0   262.5   308.4   331.4   346.8   366.5   391.3   430.9   609.1  2617.4  5832.6  33946.5    33910
read      257.2   205.7    86.8   124.1   135.5   222.5   284.2   315.6   337.0   361.8   393.7   448.0   644.0  2743.4  7770.3  85865.8    85729
read      244.1   130.8    93.8   138.9   155.4   235.9   264.6   279.5   290.6   303.8   320.5   349.4   432.2  1697.5  5602.4  12859.0    12884
read      278.3   149.9    86.8   125.6   137.9   266.9   323.0   351.6   370.5   392.0   418.1   459.1   609.8  1895.6  3821.0  45490.2    45621
read      276.3   184.4    86.8   127.7   140.2   267.2   316.8   341.4   358.5   376.9   400.2   435.3   553.1  2324.5  7558.8  36963.8    36938
read      329.9   385.3    86.8   126.5   139.3   270.9   335.0   369.8   394.1   422.9   461.9   555.3  2061.3  4819.6  8485.7  56939.0    56902
read      259.8   164.3    80.4   126.3   138.3   222.1   278.7   311.3   334.3   361.2   396.3   467.9   905.1  1676.7  3647.3 102118.2   102243
read      242.6   108.4    80.4   137.6   154.0   237.0   265.6   280.5   291.3   304.2   319.9   347.0   430.1  1137.1  5489.2  13945.2    14085
read      254.8   142.2    80.4   125.5   137.4   223.6   284.0   316.2   338.4   364.2   397.5   457.3   667.2  1544.0  3206.6  93911.5    94103
read      241.9   215.8    80.4   123.6   134.3   228.5   281.5   304.6   319.3   336.5   357.5   389.6   462.6   990.4 16342.4  58148.5    58175
read      272.6   139.9    80.4   143.1   159.5   249.6   295.9   323.4   344.3   370.6   404.3   462.7   624.0  1484.2  3199.6 151569.2   151312
read      238.8   113.3    74.4   122.8   133.7   215.0   274.8   305.2   324.6   345.5   370.7   406.3   489.6   748.5  3678.7  83616.5    83333
read      302.7   143.2    86.8   156.9   176.6   281.9   332.4   362.3   384.6   411.5   448.2   505.4   644.0  1334.0  3768.9 165246.7   165153
read      248.6   143.7    80.4   130.3   143.3   223.1   272.2   301.7   322.7   347.3   378.5   425.4   547.1  1416.3  5331.2 123904.3   123975
read      261.9   100.2    86.8   130.8   143.9   259.4   300.0   320.3   335.5   352.3   372.9   405.2   492.1  1205.6  1605.1  28477.7    28449
read      258.9   129.0    93.8   139.9   157.1   253.4   285.4   302.3   314.6   329.5   347.9   379.5   460.2  1458.5  6657.2  14769.8    14903
