Random waveform, supplied seed
Total number of intervals = 112 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185)
Average QPS expected = 93505
Timestamp start: 1746899892136
Timestamp end: 1746900892448

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      237.2   119.0    93.8   144.3   159.8   228.8   251.6   265.6   275.0   290.0   309.9   342.5   430.5  1039.7  5833.3   8151.9     8195
read      368.6   396.7    86.8   176.7   199.9   306.0   349.1   374.7   396.3   424.4   467.8   580.9  2554.3  4644.7  7994.2 158656.0   158594
read      290.9   191.2    80.4   148.1   165.0   258.4   304.3   332.2   354.0   382.5   424.3   508.1   857.0  2716.8  5738.2 149826.3   149766
read      275.0   277.8    93.8   142.3   159.6   248.4   277.2   294.1   307.7   323.3   345.4   389.4  1001.2  4448.4  7938.1  10376.4    10382
read      339.4   253.3    80.4   176.3   198.9   299.0   336.8   359.0   375.1   398.4   433.2   530.9  1477.5  3151.6  6700.3 170413.2   170548
read      258.5   159.3    80.4   139.3   154.3   237.0   278.3   302.7   320.3   342.7   372.0   420.8   557.3  2284.1  5645.8 150752.7   150565
read      259.4   228.2    80.4   131.7   145.4   226.7   271.4   297.9   317.7   341.2   371.1   421.1   678.7  3459.4  6892.5 137010.6   137144
read      244.9   142.1    80.4   132.9   146.8   224.5   266.1   291.1   309.8   332.1   361.1   404.0   515.2  1393.1  6353.4 143569.4   143496
read      244.6   126.7    80.4   133.3   147.2   225.1   266.3   290.9   309.4   331.6   360.4   403.1   511.8  1236.4  4227.4 144540.0   144743
read      240.5   143.0    80.4   125.3   137.4   214.2   263.2   292.4   313.3   337.4   367.0   410.6   529.9  1865.4  4384.1 116926.9   116745
read      246.5   175.0    80.4   129.4   142.3   220.8   266.5   293.8   314.2   338.2   368.6   415.6   545.4  2337.7  7050.5 129349.6   129314
read      249.6   129.0    80.4   134.9   149.2   228.7   270.8   295.9   315.1   338.2   368.0   415.4   541.5  1602.2  4177.9 144678.8   144723
read      306.5   231.5    80.4   134.1   149.2   249.3   311.4   351.6   384.9   430.0   504.9   663.5  1153.4  2512.7  5592.2 117564.0   117379
read      303.5   249.1    80.4   133.6   148.2   246.2   305.0   341.9   371.2   410.9   478.2   646.5  1251.8  2986.9  4812.1 119849.9   119931
read      246.4   143.5    80.4   131.0   144.1   222.6   267.9   295.1   315.3   339.4   370.0   417.9   555.6  1430.9  3749.9 131920.9   132052
read      254.0   144.7    80.4   135.9   150.1   230.5   273.7   300.0   319.5   343.3   374.0   426.2   595.7  1672.7  4651.5 143202.3   143350
read      260.1   160.7    80.4   139.6   154.2   236.6   279.9   305.4   323.9   346.6   377.0   426.9   583.5  2200.1  6026.4 143520.3   143518
read      338.5   168.4    86.8   194.6   220.3   317.2   356.3   379.4   398.0   422.9   459.2   531.8   760.2  2414.0  5449.9 173141.4   172981
read      241.2   120.3    80.4   124.4   135.4   215.4   272.1   303.7   325.0   348.6   377.3   420.7   524.1   879.0  3311.7  94022.2    94027
read      306.1   131.4    86.8   176.1   198.1   293.1   331.2   353.0   369.6   390.6   418.6   466.3   599.1  1515.1  4466.0 170082.0   170019
read      343.3   132.9    93.8   204.4   232.8   332.7   369.2   391.0   406.1   427.6   456.5   505.2   640.4  1236.3  3995.1 179083.2   179090
read      269.3   135.9    86.8   125.6   137.4   255.9   309.2   338.3   359.0   382.4   410.9   455.7   572.0  1510.4  2986.1  47097.3    47130
read      261.6   103.2    93.8   134.4   149.0   258.3   292.8   311.9   325.1   341.2   362.6   395.2   482.9  1033.2  2558.7  19472.9    19439
read      274.6   234.0    80.4   133.9   148.0   232.5   280.1   309.3   330.8   356.6   391.1   453.9  1394.5  3074.3  7155.7 128834.8   128963
read      264.0   127.1    86.8   132.5   145.9   260.6   298.3   318.9   334.1   350.8   372.3   406.8   494.1   825.9  5588.8  23824.7    23787
read      282.1   249.9    86.8   126.3   138.4   258.3   319.6   353.7   377.0   402.3   433.9   482.6   625.8  2176.8 11258.7  61780.8    61848
read      253.7   183.8    80.4   122.8   134.0   214.9   272.0   303.8   325.5   350.9   384.5   446.4   903.6  2371.6  4644.6 101920.0   101968
read      249.5   170.3    80.4   124.5   136.0   215.1   268.0   298.7   320.5   345.9   378.7   434.9   760.5  2230.9  4374.7 108851.6   108767
read      242.7   137.3    80.4   122.7   133.5   213.3   270.2   301.7   323.1   347.1   377.2   425.3   585.9  1533.4  3780.0  97002.0    97139
read      262.2   165.6    80.4   144.1   160.2   241.9   281.3   304.6   321.4   343.0   371.6   420.0   562.0  2139.7  6521.4 158779.3   158594
read      247.4   171.2    80.4   132.3   145.7   222.1   264.3   289.9   308.9   331.6   361.3   406.1   554.5  2738.0  5868.3 141206.1   141240
read      268.9   166.1    86.8   125.1   136.8   257.2   307.0   332.6   350.0   370.4   396.1   434.6   591.1  2107.1  7210.4  41392.4    41405
read      282.1   202.8    86.8   124.0   135.6   256.1   316.1   348.9   371.7   397.0   428.4   478.9   811.6  2819.2  4946.1  58024.9    57997
read      271.9   235.4    80.4   131.5   145.2   228.3   275.2   303.6   324.0   348.7   382.6   448.5  1405.4  2937.0  6806.2 133692.8   133577
read      268.0   151.0    80.4   122.5   133.8   252.2   307.4   336.8   357.6   380.8   408.8   454.3   611.7  1793.9  4146.0  53907.1    53832
read      266.6   206.8    80.4   133.9   148.1   229.2   274.2   301.2   320.6   344.5   376.0   432.6  1323.3  2550.9  5821.6 139795.0   139832
