Timestamp start: 1745953051438
Timestamp end: 1745954851753

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      571.6   693.0    68.9   152.8   174.6   288.8   357.2   441.4   746.2  1367.7  1560.8  1816.3  3447.3  4997.4  8092.2 164137.4   164013
read      593.5   769.7    74.4   151.7   174.1   291.2   366.1   477.7   860.4  1368.9  1562.7  1832.7  3601.7  7838.6  8907.3  41840.4    41909
read      543.6   673.5    68.9   149.2   168.2   275.0   345.1   434.4   667.9  1262.6  1500.4  1765.4  3351.5  6631.7  8100.7 128206.8   128280
read      441.1   577.2    68.9   128.4   143.7   234.8   304.7   378.0   497.2   727.2  1165.4  1561.9  2815.3  7189.3  8096.2 107155.5   107066
read      344.5   424.3    63.8   109.6   121.3   206.4   278.0   360.1   456.9   568.3   722.2  1038.2  1852.4  5510.0  8063.3  46171.7    46119
read      189.2    69.0    68.9   113.1   126.7   182.1   203.8   216.4   226.1   236.8   253.4   284.5   369.9   544.6  2654.1  10278.9    10227
read      195.6    55.3    68.9   123.0   139.2   191.3   211.4   222.7   231.1   241.5   254.8   278.0   335.5   454.7  1889.3  10865.0    10870
read      562.4   673.1    74.4   150.5   171.5   289.4   359.8   447.3   754.7  1346.7  1534.8  1768.1  3342.0  5120.9  8103.0 146528.8   146664
read      265.6   395.4    68.9   110.9   124.8   204.5   236.4   257.0   273.6   297.8   341.0   524.0  1572.8  7477.3  9503.0  19850.8    19865
read      530.3   612.0    68.9   144.7   166.4   279.7   354.9   460.1   734.9  1248.5  1455.8  1684.4  2763.7  4376.4  8082.1 113368.4   113409
read      240.5   133.2    63.8   102.0   113.0   219.1   277.4   313.7   338.3   366.1   398.5   446.1   551.5   805.0  3324.0  70790.0    70623
read      235.0   105.3    63.8   102.6   114.1   221.7   272.0   302.4   323.4   345.1   373.3   414.6   502.4   675.2  2216.4  52581.2    52633
read      313.7   243.6    63.8   113.8   128.6   234.0   319.2   387.7   436.8   495.4   582.1   752.1  1282.0  2002.3  3688.9 104582.7   104630
read      226.8    93.3    63.8   103.6   115.4   218.6   261.9   286.4   304.2   324.0   346.5   383.9   459.0   627.8  1371.0  42485.3    42594
read      257.0   147.6    63.8   105.4   117.4   216.6   287.7   337.0   371.2   406.5   449.9   515.6   690.8  1137.6  2169.9  95200.5    95196
read      231.4   103.6    63.8   102.6   113.9   219.4   267.5   295.7   316.2   338.1   365.1   402.7   490.6   683.0  2061.4  52190.6    52243
read      223.4    98.9    63.8   104.9   117.0   216.7   255.6   277.4   293.5   312.2   334.6   367.6   438.3   588.1  3270.4  36964.9    37031
read      224.0   120.1    63.8   103.9   115.9   216.5   256.8   279.3   295.9   315.4   338.1   371.8   445.5   600.0  2627.3  39801.1    39878
read      446.6   483.2    63.8   129.9   149.1   264.7   352.0   456.8   579.8   777.3  1101.0  1469.1  2273.2  3731.6  7917.4 110852.9   110750
read      187.0   110.6    63.8   124.2   137.6   181.0   198.5   208.8   216.2   225.9   237.3   259.8   321.5   495.8  4321.8   8232.0     8231
read      227.9   103.6    63.8   100.1   110.9   213.1   264.2   294.5   316.6   339.9   368.1   406.3   494.1   679.9  1352.0  63672.0    63638
read      238.6   151.7    63.8   101.9   112.9   209.5   272.6   313.8   341.6   372.0   405.7   457.0   569.8   771.3  1903.8  90104.7    90167
read      225.9   157.6    63.8   101.7   112.9   214.5   260.0   286.1   305.3   326.3   349.4   386.5   465.8   675.0  4755.7  50497.3    50555
read      197.1    63.8    68.9   112.8   129.8   193.9   216.2   228.6   236.7   248.4   263.1   287.5   343.1   514.8  1386.1  16013.5    15997
read      224.1    95.6    63.8   102.6   114.1   216.3   258.9   282.8   299.7   319.1   341.8   376.1   452.5   624.3  2562.2  43170.3    43089
read      196.4   149.9    68.9   119.7   136.6   190.4   210.2   221.0   229.5   239.1   252.7   274.8   336.1   558.6  9457.7  12152.9    12188
read      231.9   113.1    63.8    99.9   110.6   211.5   268.1   303.1   327.6   354.0   385.8   430.0   525.9   707.1  1804.5  76661.0    76615
read      545.4   652.1    74.4   149.2   171.5   279.4   337.6   415.3   718.6  1319.5  1499.7  1724.2  3217.1  4750.4  8079.3 143537.5   143480
read      302.8   351.2    63.8   106.0   120.0   222.3   277.6   316.8   346.5   387.3   457.8   766.5  1698.6  3665.9  7984.4  63716.3    63793
read      230.8   113.4    63.8    99.5   110.3   212.0   267.1   300.4   324.1   348.8   379.6   423.2   518.3   736.8  2235.8  71953.2    71996
read      223.9    99.2    63.8   102.9   114.8   216.6   258.8   282.1   298.6   317.9   340.4   373.2   444.1   580.2  2462.1  41729.2    41778
read      207.4    70.0    68.9   108.2   123.3   204.9   231.5   246.4   256.9   270.3   288.3   315.8   372.9   553.4  1426.4  21912.6    21860
read      223.7   112.8    63.8   101.7   112.9   214.2   258.7   283.6   301.5   321.2   344.0   380.0   458.7   625.0  2026.3  45763.6    45582
