#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      331.0   198.8    93.8   165.5   184.8   289.7   341.8   375.6   403.0   439.4   495.6   629.0  1028.7  2194.0  5126.8  30121.8    30180  1743691003409  1743691013511
read      310.4   152.4    93.8   165.2   183.2   280.1   327.6   357.8   381.8   412.5   457.5   546.0   841.6  1644.1  3697.6  30332.3    30185  1743691015021  1743691025120
read      319.7   188.8    93.8   164.9   183.8   286.0   334.0   363.9   388.1   420.2   466.9   571.2   912.1  2468.4  5065.9  30157.4    30190  1743691026629  1743691036726
read      294.0   163.5    93.8   159.0   174.6   262.8   309.2   336.8   358.2   385.8   427.2   507.0   830.5  2014.6  4911.5  30167.6    30195  1743691038236  1743691048332
read      304.0   160.9    93.8   163.0   180.5   279.6   324.6   350.6   370.9   397.0   434.6   506.7   769.9  2056.4  5177.7  30170.4    30200  1743691049841  1743691059939
read      296.1   150.4    93.8   161.7   178.2   272.9   318.1   344.2   364.4   388.9   423.4   488.3   739.5  1590.7  4885.6  30329.5    30205  1743691061449  1743691071545
read      338.8   203.9    93.8   166.3   185.9   295.6   345.8   378.2   404.4   444.6   511.1   664.6  1138.1  2029.4  5053.0  30206.0    30210  1743691073054  1743691083151
read      295.0   147.4    93.8   160.2   176.5   272.7   317.0   342.6   362.3   386.5   420.9   487.7   739.5  1535.1  4556.3  30288.8    30215  1743691084661  1743691094759
read      325.0   199.3    93.8   166.2   185.6   290.8   337.5   365.9   388.4   418.2   465.0   579.9  1010.4  2547.1  6059.9  30344.1    30220  1743691096269  1743691106366
read      325.0   190.3    93.8   165.3   183.8   288.6   337.1   367.1   391.6   424.6   476.9   605.1  1007.7  2025.2  5124.3  30260.5    30225  1743691107875  1743691117972
read      305.2   157.9    93.8   163.7   180.6   278.8   325.3   352.5   373.2   400.0   438.7   519.0   801.4  1687.1  4904.4  30279.4    30230  1743691119482  1743691129579
read      312.7   155.7    93.8   164.2   183.3   287.6   333.4   360.3   380.5   406.4   448.0   531.3   837.0  1744.0  4293.2  30237.5    30235  1743691131089  1743691141186
read      330.2   192.1    93.8   167.7   188.4   297.1   343.6   372.1   395.4   426.2   474.2   593.2  1001.8  2376.3  5058.4  30279.4    30240  1743691142696  1743691152796
read      313.9   173.1    93.8   163.9   181.4   281.9   331.0   360.5   383.1   412.4   457.4   554.4   912.7  1990.1  4828.3  30246.9    30245  1743691154307  1743691164405
read      316.1   186.2    93.8   163.2   181.5   287.2   334.1   361.7   382.7   409.4   451.6   543.1   900.3  2209.0  6059.2  30237.1    30250  1743691165915  1743691176012
read      349.5   229.0    93.8   168.3   189.2   300.9   353.2   387.1   415.4   456.5   529.1   692.0  1262.5  2480.3  5436.9  30248.5    30255  1743691177523  1743691187620
read      323.8   172.0    93.8   165.2   183.8   290.1   340.4   370.8   395.3   428.0   478.0   596.7   966.4  1726.2  4764.7  30301.2    30260  1743691189129  1743691199227
read      369.9   281.3    93.8   171.6   193.5   310.6   365.4   401.2   433.4   480.2   569.2   750.1  1453.8  3306.8  6551.0  30260.9    30265  1743691200736  1743691210836
