#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      188.2    74.3    74.4   113.9   123.7   178.4   205.3   220.5   231.3   245.0   263.5   292.4   350.6   502.1  2869.4  30112.5    30185  1744185966560  1744185976654
read      189.7    78.3    74.4   114.2   123.9   179.0   206.4   221.9   232.7   246.7   265.5   294.7   360.4   686.2  2550.7  30111.8    30190  1744185978166  1744185988264
read      189.2    79.3    74.4   113.3   123.2   179.1   206.3   221.6   232.3   246.4   265.4   294.3   357.0   662.5  2733.6  30190.5    30195  1744185989775  1744185999869
read      186.3    79.5    74.4   112.2   121.6   175.9   202.6   217.8   228.9   242.4   261.6   291.2   355.2   608.9  2920.5  30260.1    30200  1744186001378  1744186011475
read      190.7    75.0    74.4   114.6   124.6   180.2   207.8   223.3   234.1   248.7   267.9   297.1   361.0   611.7  2359.6  30283.3    30205  1744186012985  1744186023081
read      192.0    84.3    68.9   114.9   125.1   181.1   208.7   224.2   234.8   249.6   269.1   297.8   364.3   734.8  3128.1  30218.0    30210  1744186024591  1744186034690
read      192.0    87.1    74.4   114.9   124.9   180.8   208.8   224.7   235.3   250.6   270.6   301.3   367.0   654.7  3714.6  30198.3    30215  1744186036203  1744186046300
read      190.1    83.9    74.4   114.1   124.0   179.3   206.8   222.1   233.0   247.5   266.7   295.4   356.1   740.9  3080.2  30174.7    30220  1744186047811  1744186057905
read      185.4    79.0    74.4   112.4   121.9   176.0   201.7   216.2   226.8   238.8   256.5   285.4   344.7   594.7  2989.0  30185.6    30225  1744186059415  1744186069513
read      185.1    74.4    74.4   113.7   123.2   175.6   200.9   215.3   225.8   237.5   254.9   284.0   343.2   554.6  3067.3  30196.7    30230  1744186071023  1744186081123
read      185.3    74.0    68.9   112.5   121.9   175.2   201.2   216.0   226.9   239.6   258.3   288.8   349.7   582.1  2372.4  30173.0    30235  1744186082634  1744186092732
read      189.9    77.7    74.4   114.4   124.1   179.1   206.4   221.8   232.6   247.0   266.2   295.5   359.7   693.0  2850.0  30437.4    30240  1744186094242  1744186104342
read      186.7    74.7    74.4   113.9   123.5   176.7   201.9   217.1   228.2   241.4   260.4   290.4   347.7   584.0  2346.0  30216.2    30245  1744186105853  1744186115950
read      184.2    71.4    74.4   114.6   124.0   175.3   199.9   214.2   224.5   235.6   252.8   280.5   339.0   467.1  2813.4  30236.4    30250  1744186117460  1744186127554
