Timestamp start: 1746634333450
Timestamp end: 1746635533691

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      178.0    56.5    74.4   119.4   132.3   176.1   190.3   198.3   203.8   211.8   220.7   235.2   274.7   377.9  2517.8   8154.8     8195
read      220.0   193.2    63.8   113.7   126.0   192.6   228.2   250.0   267.1   288.4   316.6   363.7   568.0  3125.2  7370.0 158538.0   158594
read      220.5   223.9    63.8   110.2   121.2   187.3   224.9   248.2   266.3   288.2   316.8   363.0   572.1  3392.2  6212.8 149633.6   149766
read      224.9   354.0    74.4   117.6   130.5   187.2   207.5   218.6   227.4   236.4   251.9   280.0  1242.6  5516.9  8025.7  10427.9    10382
read      269.9   262.8    63.8   121.7   136.9   221.0   265.1   292.4   314.0   341.6   379.9   452.2  1513.6  3216.6  7334.2 170266.8   170548
read      198.3   102.9    68.9   108.7   118.9   179.1   212.9   233.7   250.8   271.4   298.5   339.7   424.7  1252.4  2997.3 150532.0   150565
read      213.4   181.8    63.8   106.8   116.9   180.4   217.7   241.6   260.7   283.7   314.1   362.3   914.9  2435.6  4692.3 137226.2   137144
read      199.5   121.4    63.8   107.2   117.3   177.8   212.3   234.0   251.7   272.9   301.2   342.4   434.4  1667.4  3730.9 143708.8   143496
read      222.0   210.4    63.8   108.8   119.3   185.3   223.8   247.9   266.7   289.8   320.0   371.2  1244.0  2741.9  7259.1 144849.9   144743
read      194.8    90.6    63.8   103.0   112.2   173.4   212.3   237.0   256.4   278.8   307.2   345.8   426.9   823.4  2512.2 116851.4   116745
read      196.0   106.8    68.9   104.2   113.8   174.1   210.6   233.8   252.5   274.3   303.2   343.4   430.2  1365.3  3071.4 129272.8   129314
read      199.1   104.3    63.8   108.2   118.5   179.6   214.0   235.4   253.1   274.0   301.8   342.3   428.3  1224.4  3260.9 144448.8   144723
read      196.5   105.1    68.9   103.1   112.4   174.4   213.4   237.7   256.7   278.5   306.3   344.7   430.7  1214.1  2952.8 117287.4   117379
read      195.3   106.6    63.8   103.0   112.2   173.5   211.8   235.7   254.5   275.9   303.9   342.8   431.4  1031.2  2673.7 120040.0   119931
read      196.1   104.8    63.8   104.1   113.7   174.2   210.6   233.7   252.1   273.6   301.6   342.3   434.1  1429.5  2600.2 132059.4   132052
read      196.2   118.4    63.8   105.8   115.8   176.0   210.8   232.7   250.2   271.2   298.2   339.1   424.3  1189.7  3424.1 143395.2   143350
read      197.9   116.2    63.8   105.7   115.6   176.4   211.4   233.3   250.9   271.9   299.3   340.7   432.3  1633.7  2909.9 143340.9   143518
read      207.4   117.3    63.8   113.9   126.2   189.5   221.9   241.7   257.2   275.9   302.0   342.6   437.1  1507.1  3957.8 173042.6   172981
read      196.8    92.8    68.9   102.1   110.9   176.3   219.9   245.9   264.1   284.7   310.0   344.2   417.1   687.0  2847.0  94007.8    94027
read      203.1   115.1    63.8   112.7   124.5   186.3   217.9   236.9   252.4   271.1   296.0   335.5   417.3  1426.1  4347.3 169996.4   170019
read      206.4    95.0    63.8   116.7   129.4   192.0   222.7   241.2   255.6   273.4   297.3   336.1   417.0  1015.3  3428.3 178924.5   179090
read      235.7   126.7    68.9   105.9   116.1   217.8   265.9   294.5   316.2   341.6   372.2   416.1   523.5  1642.2  2776.5  47039.5    47130
read      223.4   212.8    68.9   112.1   124.7   205.9   234.1   250.4   262.1   274.8   294.3   326.9   649.1  2951.8  7974.6  19438.4    19439
read      254.8   276.6    63.8   106.9   118.0   193.1   238.8   267.3   288.6   314.6   351.2   443.9  1561.2  2878.8  6994.3 129062.8   128963
read      210.5    76.8    74.4   110.8   122.6   205.6   234.9   251.8   264.1   277.8   296.4   327.0   392.4   651.7  1679.5  23790.2    23787
read      242.8   138.1    63.8   103.2   113.3   218.1   277.3   314.4   340.8   371.0   405.2   455.1   563.4  1240.6  3981.4  61974.0    61848
read      203.3   112.9    63.8   102.9   112.3   178.5   221.4   247.9   267.2   290.0   318.7   365.0   520.9  1010.2  3342.7 101801.9   101968
read      196.2    92.3    63.8   102.6   111.9   175.5   215.7   240.9   259.9   281.3   308.4   346.1   428.3   729.4  2726.3 108861.6   108767
read      197.8    96.0    63.8   102.5   111.6   177.0   219.6   245.6   264.3   285.5   311.5   347.0   426.7   745.2  2576.9  97061.6    97139
read      204.6   106.7    63.8   111.0   122.3   186.5   220.8   241.8   258.1   278.0   305.4   346.7   439.9  1156.5  3073.6 158870.0   158594
read      198.9   104.2    63.8   106.5   116.8   179.5   214.9   236.6   254.2   275.0   303.4   344.7   433.0  1039.3  3226.2 141370.9   141240
read      214.1   146.4    68.9   106.8   117.2   205.6   241.0   259.5   272.1   288.2   308.6   339.6   417.9  1062.5  6636.4  41417.1    41405
read      245.9   195.2    63.8   102.7   112.8   218.2   273.0   306.4   329.6   355.9   387.7   433.3   687.3  2831.4  5532.3  57974.9    57997
read      228.9   235.1    63.8   105.0   115.5   183.8   224.7   249.7   268.6   291.7   321.8   383.7  1433.8  2941.7  5995.2 133650.6   133577
read      247.8   275.2    68.9   103.3   113.6   213.1   260.8   289.4   311.3   336.8   369.5   420.6   915.2  4353.6  7900.3  53752.1    53832
read      241.8   248.8    63.8   106.5   117.5   189.3   232.0   257.9   276.5   300.5   334.1   404.9  1495.5  2693.5  4315.9 140000.5   139832
read      211.4   144.6    63.8   112.7   125.0   190.7   224.7   245.5   261.7   281.4   308.1   349.2   459.1  1746.7  5459.7 170433.0   170515
read      195.5   108.2    63.8   103.0   112.6   173.7   210.8   234.0   252.3   273.6   301.2   340.9   432.9  1329.4  3334.6 128450.5   128494
read      211.3   121.3    68.9   111.0   123.1   202.5   230.7   246.6   258.1   271.8   290.7   319.5   410.5  1632.3  3856.0  20717.2    20789
read      253.8   228.2    63.8   104.0   114.4   219.8   279.8   316.5   341.6   369.2   400.6   449.4   763.5  3678.3  7297.4  63549.4    63647
read      258.8   265.7    63.8   103.9   114.2   218.5   278.7   316.5   342.5   371.8   404.5   458.4   944.1  3694.3  8168.5  64843.8    64802
read      233.0   149.9    63.8   103.8   113.8   212.8   262.8   292.1   314.2   339.4   369.9   413.0   519.5  1795.3  4124.4  55641.9    55719
read      246.2   215.5    63.8   118.7   132.5   208.7   247.7   271.0   289.2   311.8   343.0   401.3  1408.6  2572.3  5169.3 174041.6   174179
read      197.1   105.4    63.8   102.0   111.1   174.8   216.0   241.8   261.0   282.9   310.4   347.6   434.1  1026.4  2706.2 106458.8   106356
read      211.9   123.6    63.8   115.6   128.7   194.9   228.0   248.0   263.6   282.4   307.8   346.7   438.1  1649.1  4187.3 178805.5   178750
read      197.0   102.2    63.8   102.1   111.2   175.1   216.4   241.7   260.3   281.2   307.6   344.5   434.2  1140.9  2619.5 105840.6   105831
read      196.1   106.1    63.8   102.4   111.5   174.2   214.5   239.5   258.4   279.9   307.7   345.2   429.5   940.4  3063.3 110582.2   110667
read      183.3    67.9    74.4   114.0   126.8   179.7   196.9   206.7   213.9   222.5   233.8   253.2   310.6  1028.9  1997.6   8800.6     8803
read      240.4   167.0    63.8   105.0   115.8   220.5   270.4   298.7   318.2   339.6   365.8   403.2   553.7  2360.7  4490.7  45508.4    45662
read      226.2   146.6    68.9   107.9   119.2   214.2   252.6   272.5   287.0   303.4   322.9   355.1   464.3  2439.5  4359.9  30861.8    30867
read      235.2   135.9    68.9   104.7   115.4   219.0   268.5   296.2   315.2   336.1   361.8   399.2   504.8  1807.2  2969.1  45593.5    45656
read      220.9   170.8    63.8   103.6   113.3   184.4   232.4   262.2   284.1   311.6   349.4   425.7   668.7  2305.5  4633.9 100738.8   100938
read      194.7   100.1    63.8   104.1   113.8   174.5   210.8   233.7   252.1   273.4   301.1   340.6   423.5   903.6  2957.6 132119.6   132360
read      201.1    91.8    63.8   103.5   112.7   186.8   230.7   252.7   267.3   283.8   304.7   335.0   400.0   844.3  2475.5  67474.5    67591
read      221.2    96.5    68.9   106.8   117.8   213.0   252.2   273.0   288.2   305.5   326.4   360.0   435.3   971.3  2580.4  34025.4    33910
read      205.3   106.6    63.8   102.5   111.8   183.4   229.4   255.1   272.6   293.6   319.5   363.2   478.2  1210.9  2721.7  85782.6    85729
read      192.9    76.9    74.4   112.8   126.5   189.3   209.8   220.9   229.3   238.7   252.6   274.0   337.4   895.2  2817.6  12901.9    12884
read      232.3   120.1    68.9   103.8   114.4   217.8   266.5   294.4   313.7   334.9   360.2   396.6   490.4  1247.7  2966.0  45707.2    45621
read      227.3   114.1    68.9   106.1   117.0   216.5   260.1   283.1   299.2   317.3   339.6   372.8   461.0  1257.1  2963.4  36965.9    36938
read      238.4   146.2    63.8   102.9   113.0   217.9   272.2   305.1   327.7   352.3   382.5   425.1   533.7  1573.0  4852.2  57000.8    56902
read      210.1   132.5    63.8   102.5   112.0   180.2   225.4   253.3   273.4   298.3   331.6   392.9   593.3  1561.1  3254.0 102065.1   102243
read      190.7    76.1    68.9   112.2   124.8   187.3   208.3   219.6   228.3   237.4   250.7   271.3   321.5   753.1  2329.0  14082.0    14085
read      209.2   150.7    68.9   102.3   111.5   180.5   227.3   255.1   274.4   297.8   327.9   380.0   535.0  1762.2  6350.4  93964.4    94103
read      231.2   121.6    59.1   102.8   112.7   212.3   264.0   294.7   317.1   342.2   372.6   416.1   508.0  1303.0  2684.0  58253.4    58175
read      212.4   163.9    63.8   108.2   118.9   183.0   219.0   241.6   259.2   280.5   309.1   355.1   874.4  1857.1  3832.5 151112.2   151312
read      197.3    90.5    59.1   102.2   111.1   179.0   223.5   248.2   264.8   283.1   305.8   338.1   405.2   773.9  2556.3  83254.1    83333
read      204.7   121.2    63.8   111.9   123.7   186.7   219.7   239.9   255.7   274.8   301.0   341.1   431.4  1357.4  3993.0 165103.4   165153
read      201.3   125.7    63.8   104.5   114.5   178.3   216.8   240.9   259.6   281.6   309.6   350.8   466.4  1386.4  4213.5 124232.1   123975
read      220.9   129.0    68.9   108.6   120.2   211.5   245.6   264.1   276.6   293.0   313.3   343.4   448.8  1660.3  4621.1  28412.0    28449
read      197.3    94.6    74.4   111.2   124.0   191.7   214.5   226.8   234.9   246.3   260.1   283.9   349.5  1266.9  3353.7  14862.0    14903
read      221.5   112.5    68.9   106.6   117.9   212.7   251.0   271.1   285.7   302.3   321.8   354.4   435.8  1259.6  3846.2  31225.0    31189
read      229.2   123.7    68.9   104.0   114.8   215.6   261.2   286.4   304.1   323.1   346.3   384.5   478.8  1522.2  3617.8  40564.2    40636
read      206.2   117.1    63.8   101.9   111.1   183.6   229.8   254.9   271.9   292.7   319.0   365.9   493.7  1356.1  3251.0  80496.9    80574
read      205.5   101.0    63.8   113.0   125.2   189.4   222.1   241.9   257.2   275.8   301.6   341.7   432.1  1041.1  3055.8 168858.9   168820
read      203.9   102.6    63.8   111.0   122.5   186.4   219.7   240.2   256.2   275.5   302.5   343.3   435.4  1174.6  3106.2 162563.9   162621
read      196.6   108.4    63.8   101.8   110.9   175.9   217.6   242.6   260.7   281.1   307.2   343.4   431.9   869.9  2898.7 101512.6   101621
read      231.6   136.2    63.8   102.2   112.1   210.8   262.2   293.0   316.4   343.1   375.1   420.6   516.5  1661.7  3120.6  58568.9    58592
read      222.1   185.7    63.8   110.0   121.1   189.1   226.8   250.0   268.0   290.4   319.9   372.7  1191.8  2476.9  4593.9 153053.1   153042
read      196.0    91.2    63.8   102.7   111.9   175.5   215.2   239.6   258.1   278.9   306.1   344.0   437.9   820.3  2609.2 112216.4   112238
read      202.0   103.6    68.9   110.4   121.3   184.4   217.7   238.0   254.2   273.7   300.5   341.4   430.7  1151.7  2902.1 160089.4   160265
read      228.7   122.3    68.9   102.4   112.2   210.2   259.5   288.7   310.8   336.6   368.6   413.6   506.6  1329.9  2689.0  56992.8    57109
read      201.2   105.9    68.9   101.9   110.9   179.3   223.8   249.1   266.5   286.8   312.8   354.4   477.0   980.8  2935.4  88550.0    88551
read      173.1    65.7    74.4   109.8   121.1   169.4   185.0   194.2   200.4   209.1   219.4   236.4   290.7   912.6  2793.7   8367.1     8385
read      222.4   120.5    68.9   105.2   116.3   211.2   251.4   272.5   287.8   305.2   326.5   360.6   458.8  1620.5  3188.9  34050.4    34088
