Timestamp start: 1746631593008
Timestamp end: 1746632793248

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      162.8    62.0    74.4   110.3   120.1   160.4   173.3   181.3   186.4   194.0   202.2   217.9   256.1   369.3  2716.1   8168.9     8195
read      284.1   170.6    63.8   123.2   139.5   246.8   308.7   347.5   379.2   420.0   476.2   565.7   757.5  1651.2  4364.8 158369.5   158594
read      305.8   192.1    63.8   129.3   147.6   263.9   325.9   367.4   400.8   445.3   506.1   607.5   929.3  1996.8  3703.8 150142.9   149766
read      184.4    59.1    74.4   117.4   130.1   180.6   197.3   206.9   214.1   222.9   234.3   255.7   320.6   675.9  1941.1  10430.4    10382
read      529.0   565.8    68.9   156.2   178.8   318.6   395.5   484.3   635.0  1071.8  1411.4  1609.4  2681.6  4960.8  7986.5 170532.5   170548
read      588.2   693.9    80.4   165.4   188.3   325.2   394.6   483.8   660.0  1305.0  1542.4  1809.7  3523.7  6210.1  8050.9 150491.4   150565
read      571.0   673.7    74.4   170.7   195.7   342.7   430.5   525.5   635.2   881.0  1428.2  1738.7  3476.2  7313.0  8551.6 137116.6   137144
read      418.8   368.7    74.4   185.9   218.1   354.4   427.7   480.1   523.1   575.1   639.0   742.0  1425.3  6762.8  9182.9 143449.9   143496
read      366.0   205.1    74.4   184.2   212.1   330.2   387.2   425.0   456.3   497.6   555.6   651.6   867.6  2251.5  7594.8 144754.9   144743
read      321.7   192.7    68.9   163.2   185.6   290.5   338.9   370.2   395.8   429.5   479.5   572.3   792.1  2401.4  6720.0 116861.4   116745
read      380.3   284.5    68.9   170.3   194.7   322.5   397.2   449.8   494.3   551.8   627.6   735.8   982.9  4008.4  8494.0 129132.0   129314
read      350.3   242.5    63.8   134.4   154.1   291.9   380.5   437.6   485.0   545.6   627.2   745.5   975.0  2602.7  7634.1 144779.1   144723
read      252.7   147.5    63.8   117.8   132.6   224.3   273.8   303.2   325.2   354.1   394.4   468.0   696.1  1634.2  4476.2 117561.4   117379
read      281.6   316.8    63.8   112.5   125.9   218.7   271.4   302.0   324.9   355.0   398.8   506.9  1679.6  3479.2  7638.0 120114.8   119931
read      255.5   280.8    63.8   112.7   125.8   211.9   262.1   290.7   311.8   337.8   373.0   436.4   966.8  3639.7  7666.8 132093.8   132052
read      231.3   129.4    68.9   114.5   128.1   209.7   256.0   282.6   301.6   323.8   354.0   399.3   508.4  1665.8  3583.7 143350.5   143350
read      227.7   141.8    63.8   114.3   127.8   207.4   251.6   276.7   295.2   316.7   344.3   387.3   480.1  1853.1  4531.1 143454.8   143518
read      322.5   184.1    63.8   133.0   151.8   279.0   354.8   402.9   442.4   493.8   561.3   658.3   834.8  1182.4  4396.5 172753.6   172981
read      224.8   130.8    68.9   107.8   119.1   203.4   252.4   279.2   297.7   319.4   348.6   394.8   513.9  1527.8  3893.4  94095.5    94027
read      319.1   176.1    68.9   131.6   150.2   278.8   352.8   402.8   444.8   494.6   552.9   632.6   777.0  1551.0  3974.7 170074.2   170019
read      314.7   166.1    68.9   146.7   168.0   284.6   341.2   378.9   410.3   451.9   504.8   578.7   710.7  1766.8  4391.5 179098.0   179090
read      228.0   125.3    63.8   109.4   120.3   212.4   255.8   278.8   295.9   316.8   346.4   397.2   508.3  1570.4  2963.5  47142.1    47130
read      226.6   148.1    74.4   113.6   126.7   217.1   246.8   263.1   273.9   288.2   305.9   335.8   522.0  1850.1  5637.2  19448.1    19439
read      315.7   317.8    63.8   119.0   135.1   245.0   304.1   339.8   367.7   403.2   464.1   687.0  1692.5  3283.7  7479.9 128718.4   128963
read      223.4   123.3    63.8   113.8   126.6   218.8   249.5   266.8   278.8   293.1   312.1   342.0   412.2  1155.2  3232.1  23753.2    23787
read      229.6   133.7    63.8   108.4   119.0   212.5   261.7   285.9   302.7   321.8   349.3   396.2   528.1  1639.4  4229.1  61826.5    61848
read      217.1   118.3    63.8   106.7   117.5   196.4   244.3   271.2   290.0   311.2   337.9   377.8   465.0  1249.7  3595.9 101850.0   101968
read      216.3   107.4    63.8   107.3   118.3   196.0   243.2   269.8   288.5   309.7   336.4   376.3   467.3   959.7  3156.3 108855.6   108767
read      212.7   104.3    63.8   104.6   115.0   192.3   240.9   267.4   285.1   304.6   328.5   367.8   497.5   932.8  2461.2  97191.6    97139
read      324.0   240.6    63.8   131.6   150.4   274.1   340.4   383.3   418.5   465.4   533.1   641.3  1173.3  3104.3  4696.1 158698.2   158594
read      457.2   521.6    74.4   166.4   191.7   321.4   387.6   433.4   477.5   548.8   705.3  1408.6  3057.2  5127.7  8024.2 141192.8   141240
read      250.9   167.4    63.8   109.8   122.4   227.1   273.2   300.4   320.7   346.7   383.4   443.5   728.9  2078.1  4385.1  41343.6    41405
read      264.9   213.2    68.9   108.2   120.3   235.4   292.2   325.6   351.3   382.1   419.8   478.0   704.5  3234.0  6243.3  58078.1    57997
read      583.6   768.5    68.9   164.9   187.9   326.3   397.7   452.9   529.9   856.5  1476.3  2122.9  3485.9  7573.3  8117.2 133675.8   133577
read      358.8   447.3    68.9   115.4   133.1   251.8   312.0   352.7   387.9   438.1   553.5  1061.2  2403.9  4699.6  8088.8  54006.2    53832
read      431.6   380.8    68.9   153.7   181.0   332.3   424.4   491.1   543.7   613.1   721.5  1002.7  2108.6  3641.9  7864.1 139821.4   139832
read      403.0   337.0    68.9   164.5   189.2   322.0   396.3   452.6   502.8   571.2   665.1   849.1  1746.2  3652.1  7876.1 170642.2   170515
read      331.0   280.1    68.9   132.3   152.9   276.3   343.0   392.8   434.4   488.1   557.4   670.2   936.7  3560.1  9637.7 128342.8   128494
