#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      170.2   117.9    74.4   108.1   116.2   154.9   167.9   174.8   180.8   186.7   198.1   219.0  1021.6  1174.6  1665.5   4996.6     5000  1745596028317  1745596033334
read      173.6    84.0    68.9   110.0   120.8   166.5   180.4   187.8   195.2   202.6   215.2   233.8   296.6  1086.7  1385.6  10011.4    10000  1745596034847  1745596039863
read      175.9    81.5    63.8   108.1   119.0   171.6   186.5   196.2   202.7   212.1   223.2   239.8   286.6  1082.3  2953.0  15075.0    15000  1745596041375  1745596046388
read      178.8    57.2    68.9   106.2   116.8   177.5   195.3   205.7   213.7   223.0   234.2   252.2   290.7  1014.3  1098.6  20007.8    20000  1745596047901  1745596052914
read      183.3    69.2    68.9   104.1   114.5   182.2   202.6   214.4   222.7   232.1   244.7   263.4   304.2   698.9  2883.2  24940.8    25000  1745596054427  1745596059446
read      182.9    69.4    63.8   102.9   112.5   181.9   205.0   217.3   226.3   235.5   249.0   268.2   305.6   409.8  2386.9  29765.0    30000  1745596060956  1745596065969
read      186.0    64.0    63.8   101.3   110.8   185.3   211.6   224.8   233.4   244.3   257.0   275.3   318.2   413.3  2287.7  35007.4    35000  1745596067482  1745596072496
read      186.8    67.8    63.8    99.9   109.3   185.6   214.5   228.5   237.6   248.8   262.3   282.1   325.3   414.9  1766.2  40004.6    40000  1745596074007  1745596079020
read      191.0    70.4    63.8    99.3   108.8   188.2   221.8   237.1   247.9   259.7   273.3   294.5   339.8   450.7  1967.9  44965.8    45000  1745596080532  1745596085545
read      190.5    66.3    63.8    98.5   107.7   187.5   222.5   238.3   249.3   261.5   275.0   296.4   344.9   450.4   943.3  50027.0    50000  1745596087056  1745596092070
read      189.1    76.8    63.8    96.8   105.7   183.9   221.1   237.9   249.3   262.0   276.3   298.2   346.1   473.9  2220.3  54726.2    55000  1745596093581  1745596098595
read      192.4    74.2    63.8    97.8   106.7   182.9   226.3   246.0   258.8   272.1   288.9   313.2   362.7   435.4  1115.7  59916.6    60000  1745596100105  1745596105119
read      191.2    90.5    59.1    95.9   104.6   180.1   224.3   244.8   258.0   271.7   288.7   313.4   366.2   491.1  2338.6  64970.8    65000  1745596106630  1745596111643
read      191.2    77.6    63.8    96.2   104.8   178.7   225.1   247.0   260.9   274.8   292.3   316.8   368.0   461.2  1479.3  69930.7    70000  1745596113154  1745596118167
read      191.5    77.0    59.1    96.1   104.9   177.3   224.9   247.9   262.4   277.4   295.1   320.1   371.8   456.9   948.6  75044.5    75000  1745596119680  1745596124694
read      191.7    80.6    63.8    94.5   103.1   176.5   225.3   249.4   264.5   280.3   298.3   325.5   381.5   476.0  1123.1  79942.9    80000  1745596126205  1745596131218
read      190.9    78.5    63.8    94.7   103.2   174.5   223.4   248.7   264.3   280.6   299.3   326.8   378.5   466.0   794.0  84973.2    85000  1745596132730  1745596137744
read      191.9    98.4    63.8    94.0   102.2   174.0   223.0   249.2   266.0   283.7   304.3   334.0   395.0   499.0  2676.6  89756.1    90000  1745596139256  1745596144269
read      190.8    90.3    59.1    94.8   102.9   171.8   220.5   247.7   264.9   282.8   303.2   332.1   388.8   525.6  1836.2  95114.8    95000  1745596145783  1745596150796
read      189.0    93.3    63.8    93.9   101.9   169.4   217.0   244.4   262.4   280.7   301.7   331.4   387.9   485.7  2493.7 100002.4   100000  1745596152307  1745596157321
read      188.2    85.4    63.8    94.3   102.4   167.8   213.2   240.9   259.8   279.3   301.9   334.9   399.5   560.2  1507.4 105142.5   105000  1745596158832  1745596163847
read      188.6    87.3    63.8    94.8   103.1   168.4   213.1   240.9   260.0   279.9   302.8   334.8   396.3   522.5  2631.4 109780.2   110000  1745596165360  1745596170373
read      190.4   104.6    63.8    95.1   103.4   168.6   214.3   242.5   262.2   283.0   307.3   341.2   409.7   538.3  3084.2 114829.0   115000  1745596171885  1745596176899
read      188.2    83.1    59.1    95.2   103.5   167.2   211.0   238.9   258.8   279.7   304.0   337.5   402.2   531.3  1113.8 120061.1   120000  1745596178409  1745596183423
read      187.6    84.7    63.8    94.3   102.6   166.5   209.7   237.4   257.8   279.5   304.9   339.2   401.4   501.9  2053.4 124875.5   125000  1745596184934  1745596189948
read      190.2    92.0    63.8    96.3   104.9   168.0   211.2   239.0   259.5   281.5   307.9   343.8   417.3   567.8  2510.9 129902.3   130000  1745596191459  1745596196473
read      187.9    82.5    63.8    95.9   104.6   166.8   208.6   235.6   256.0   278.0   304.1   339.6   405.2   530.6   942.3 134768.3   135000  1745596197984  1745596202997
read      189.2    91.2    63.8    97.0   106.0   167.6   208.7   235.4   255.5   277.8   304.3   340.2   409.0   534.2  3231.9 140038.6   140000  1745596204509  1745596209522
read      188.9    95.3    63.8    97.5   106.7   168.0   207.6   233.2   252.9   274.9   301.5   339.0   411.0   575.2  3510.3 145017.0   145000  1745596211035  1745596216048
read      189.1    81.3    63.8    97.4   106.7   168.1   208.3   234.3   254.3   276.7   303.8   341.0   416.9   552.5  1101.2 149775.5   150000  1745596217559  1745596222573
read      190.4    96.5    59.1    98.8   108.5   169.5   208.3   233.2   252.4   274.3   301.4   338.9   412.3   653.8  2524.6 154813.5   155000  1745596224085  1745596229099
read      204.3    91.9    63.8   103.6   114.2   182.6   226.2   253.3   273.2   295.9   323.9   367.2   459.8   609.3  1494.9 160197.9   160000  1745596230610  1745596235624
read      208.8   103.2    63.8   105.1   116.1   186.9   231.4   258.8   278.1   300.8   328.9   371.3   466.6   646.1  4113.2 165116.1   165000  1745596237137  1745596242150
read      200.9    90.9    63.8   104.5   115.2   181.3   221.3   246.0   264.6   286.2   313.3   354.3   436.7   613.1  1850.2 170089.3   170000  1745596243664  1745596248678
read      203.9    92.0    63.8   104.7   115.5   181.8   223.0   248.8   268.2   291.2   319.8   367.0   480.6   709.9  1828.1 175031.0   175000  1745596250189  1745596255203
read      202.5    83.2    63.8   106.8   118.2   185.2   223.7   247.0   264.6   285.1   311.1   349.3   432.1   572.5  1168.1 179707.7   180000  1745596256715  1745596261729
read      214.9    93.0    63.8   112.2   125.2   198.3   237.1   261.0   277.7   297.8   324.1   365.3   461.8   721.4  2465.6 185401.5   185000  1745596263240  1745596268253
read      268.7   138.3    63.8   117.0   131.7   236.3   302.6   342.9   373.7   410.4   456.2   521.8   640.2   815.9  2048.5 184570.7   190000  1745596269764  1745596274778
read      265.4   125.9    63.8   120.9   137.4   235.9   292.7   328.7   357.4   393.4   440.3   509.2   633.4   794.2  1683.2 191745.8   195000  1745596276289  1745596281302
read      273.2   139.9    68.9   124.9   142.0   244.0   301.1   338.6   368.2   404.1   451.0   515.4   632.4   805.5  2755.7 195948.7   200000  1745596282816  1745596287830
read      247.4   110.0    68.9   124.6   140.6   225.8   269.4   296.0   316.8   343.1   380.5   445.4   591.7   788.8  1463.6 198864.3   205000  1745596289342  1745596294355
read      271.9   115.5    63.8   134.7   153.0   249.4   299.4   332.1   357.2   387.2   424.5   478.2   586.1   789.2  1673.9 203301.1   210000  1745596295867  1745596300880
read      277.8   125.8    63.8   138.7   157.5   258.0   307.8   338.4   361.9   389.8   425.1   477.3   582.8   773.6  4285.6 205265.1   215000  1745596302395  1745596307408
read      278.4   121.5    68.9   138.3   156.4   250.1   300.4   336.8   366.8   403.4   449.5   510.8   623.4   779.7  1697.0 202565.1   220000  1745596308922  1745596313935
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 50.63%,1.00%,100.00%
