#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      193.4    78.4    59.1    94.5   103.0   179.8   229.7   252.9   267.1   282.4   300.0   326.7   379.2   471.3   758.5  75038.2    75000  1745596426893  1745596431907
read      195.7    88.5    63.8    96.0   104.7   179.4   230.9   255.2   269.8   285.8   304.6   331.7   388.5   553.4  2277.4  79825.5    80000  1745596433418  1745596438431
read      192.4    88.5    63.8    94.9   103.3   175.4   225.8   251.1   266.8   283.4   302.4   329.3   382.3   474.8  1009.0  84888.8    85000  1745596439943  1745596444957
read      189.5    84.9    63.8    95.1   103.4   171.0   218.0   244.4   261.4   278.9   299.0   328.8   387.4   488.7  2138.9  90216.4    90000  1745596446469  1745596451482
read      190.9    89.3    63.8    95.4   103.8   171.3   219.1   246.2   263.5   281.6   302.3   332.3   394.7   546.3  2314.5  94886.6    95000  1745596452993  1745596458007
read      191.4    89.2    63.8    95.1   103.5   171.1   219.9   247.7   265.9   284.7   306.2   336.0   397.6   514.7  2426.3 100016.6   100000  1745596459519  1745596464533
read      188.6    84.3    63.8    95.2   103.4   168.4   213.4   240.7   259.4   279.1   302.1   334.8   400.1   539.9  1552.4 104925.8   105000  1745596466045  1745596471059
read      189.6    88.9    63.8    95.3   103.6   168.8   214.5   242.6   261.9   282.2   305.4   336.7   397.3   516.5  2768.7 110136.9   110000  1745596472571  1745596477584
read      188.4    83.1    59.1    95.5   103.9   167.7   211.5   239.4   259.2   279.7   303.3   337.2   398.8   505.9  2106.7 114836.6   115000  1745596479099  1745596484112
read      188.8    84.0    63.8    94.6   102.9   167.7   212.2   239.9   259.7   280.9   305.5   339.4   405.0   557.7  1750.3 120138.6   120000  1745596485625  1745596490638
read      189.0    90.3    63.8    95.8   104.3   167.0   210.5   238.6   259.1   281.1   306.5   341.0   411.0   541.3  2242.3 125097.8   125000  1745596492150  1745596497164
read      188.5    83.4    63.8    95.9   104.4   167.1   209.8   237.2   257.6   279.6   305.1   339.7   407.4   542.3  1140.2 130051.8   130000  1745596498675  1745596503688
read      191.5    88.6    63.8    96.0   104.6   167.8   213.7   242.3   262.9   285.4   312.1   348.8   431.4   593.6  1875.9 135149.6   135000  1745596505200  1745596510214
read      188.7    87.7    63.8    96.6   105.4   167.7   209.3   235.4   255.2   277.5   303.9   339.6   405.4   528.3  1817.8 139855.4   140000  1745596511725  1745596516739
read      190.7    85.6    63.8    97.7   107.1   169.2   210.5   236.7   256.9   279.1   306.0   342.7   419.2   570.2  2282.2 144877.3   145000  1745596518251  1745596523264
read      191.3    89.7    63.8    99.4   108.9   170.5   210.4   235.8   255.6   277.8   305.0   342.0   418.1   559.0  1469.1 150064.2   150000  1745596524776  1745596529790
read      194.0    91.7    63.8    99.0   108.9   171.7   213.4   239.5   259.6   282.5   310.8   349.9   434.7   592.8  2789.1 154962.0   155000  1745596531302  1745596536315
read      190.5    80.4    63.8   100.1   109.9   170.7   209.2   233.6   252.5   274.1   300.9   338.9   415.4   587.9   982.4 160390.5   160000  1745596537828  1745596542841
read      192.5    88.8    63.8   101.3   111.3   173.2   211.3   235.0   253.5   274.4   301.0   339.0   412.1   552.8  2428.5 165224.4   165000  1745596544353  1745596549366
read      204.2    93.3    63.8   107.2   118.2   184.8   225.3   249.9   268.3   289.7   316.1   356.3   440.7   623.4  1293.7 170220.7   170000  1745596550878  1745596555891
read      203.4    84.9    59.1   105.9   117.2   184.9   224.8   249.0   267.1   288.3   314.8   355.8   440.9   602.1  1191.7 175104.1   175000  1745596557403  1745596562417
read      217.6    99.7    68.9   109.8   121.7   196.4   240.2   267.3   287.2   310.7   340.7   388.4   496.8   677.4  2056.9 180064.0   180000  1745596563929  1745596568943
read      203.0    83.5    63.8   109.6   121.2   186.5   222.7   244.6   261.3   281.0   306.3   344.0   429.2   633.1  1366.2 184725.5   185000  1745596570455  1745596575469
read      244.3   119.8    63.8   115.0   129.7   220.5   273.1   305.0   328.4   357.0   393.4   448.1   557.7   729.6  2551.8 187878.9   190000  1745596576980  1745596581993
read      262.7   115.2    59.1   121.5   139.0   241.9   296.4   328.9   353.2   382.1   418.2   469.6   570.2   702.6  1827.8 192156.2   195000  1745596583506  1745596588520
read      281.0   122.0    63.8   142.8   163.8   269.1   313.8   338.8   357.3   379.1   407.9   455.6   558.2   784.1  4224.6 197365.8   200000  1745596590032  1745596595045
read      335.7   184.1    68.9   139.7   161.7   296.4   362.4   406.2   445.3   497.6   572.7   687.3   885.3  1144.4  4733.7 176635.9   205000  1745596596559  1745596601573
read      308.8   133.5    68.9   155.3   178.9   286.6   332.6   362.7   387.9   422.2   471.0   546.7   680.5   875.6  2978.7 196156.6   210000  1745596603086  1745596608100
read      277.0   121.0    63.8   140.3   160.1   258.4   303.4   330.6   351.3   377.7   414.9   477.4   627.9   805.7  1745.1 206475.6   215000  1745596609613  1745596614628
read      283.4   111.3    68.9   155.3   176.4   271.3   311.9   335.3   352.7   373.7   402.1   448.6   546.2   753.4  4077.8 210509.8   220000  1745596616139  1745596621152
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 50.75%,1.00%,100.00%
