#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      185.9   157.5    68.9   113.7   121.8   157.7   172.1   180.9   186.7   197.8   214.8   247.6  1064.3  1140.1  3921.8   4967.4     5000              0  1745595565111
read      173.2    98.7    63.8   101.0   113.5   162.9   177.7   186.2   194.3   203.9   218.3   240.8   854.0  1088.2  2289.2   9868.4    10000              0  1745595571629
read      174.7    77.9    59.1   103.5   115.7   169.3   185.8   197.0   205.5   216.1   229.7   249.4   292.7  1058.6  1983.1  14988.6    15000              0  1745595578146
read      182.1    69.1    59.1   102.4   114.0   177.1   199.8   213.6   223.2   233.8   247.9   268.4   313.3   988.0  2238.8  20009.6    20000              0  1745595584663
read      193.1    77.4    63.8   102.7   114.1   188.9   219.6   233.7   244.0   254.7   269.2   289.9   332.1   397.2  1094.4  24950.4    25000              0  1745595591180
read      201.0   108.9    68.9   102.1   113.0   197.4   231.0   246.7   257.3   269.2   284.1   306.2   349.8   442.1  2988.6  30037.0    30000              0  1745595597697
read      204.1    69.8    54.7   101.1   111.9   203.7   240.0   256.4   267.3   279.2   294.1   317.0   362.8   426.7   905.3  34925.6    35000              0  1745595604214
read      201.0    72.0    59.1    97.7   108.1   197.6   237.6   255.3   267.1   280.1   295.6   319.5   364.8   422.9   500.4  39934.6    40000              0  1745595610731
read      202.8    85.5    54.7    97.9   107.9   196.4   239.9   259.2   271.4   285.7   302.6   328.1   373.7   499.3  2047.3  45095.6    45000              0  1745595617250
read      205.9    80.5    63.8    96.8   107.0   198.9   245.3   265.9   279.3   294.2   313.4   340.5   391.7   467.4  1314.2  50074.8    50000              0  1745595623767
read      208.0    85.7    63.8    97.8   107.8   198.1   248.8   270.8   285.1   300.5   319.6   346.6   398.3   471.3  2085.6  55021.6    55000              0  1745595630284
read      210.9    96.7    54.7    96.1   106.3   199.5   251.9   274.6   290.2   307.7   328.9   359.6   416.0   503.2  2200.7  59949.0    60000              0  1745595636800
read      206.0    90.0    54.7    95.2   104.8   192.7   244.1   268.2   284.0   301.1   321.8   352.5   404.6   496.2  2162.5  64971.9    65000              0  1745595643318
read      208.7   100.1    59.1    95.2   104.8   193.8   246.9   272.1   289.0   308.2   330.9   361.7   419.1   505.6  2458.3  70014.4    70000              0  1745595649835
read      213.2   100.0    59.1    95.5   105.4   197.3   252.3   278.8   296.3   316.2   340.1   373.4   433.3   543.3  2147.9  74936.6    75000              0  1745595656352
read      207.6    92.6    59.1    94.7   104.3   189.4   243.9   271.4   290.1   311.2   335.9   369.1   428.8   501.8  1237.7  79927.2    80000              0  1745595662869
read      211.2    96.7    54.7    94.7   104.3   193.4   248.0   275.7   295.0   316.3   342.2   378.4   443.5   546.6  2281.3  84822.7    85000              0  1745595669387
read      210.4    97.9    63.8    94.2   103.9   192.4   245.7   273.7   293.3   315.4   341.6   378.0   439.6   535.4  2301.0  90190.0    90000              0  1745595675904
read      212.2   103.6    59.1    94.4   104.4   193.0   247.3   276.3   296.2   318.7   345.8   384.0   453.9   553.6  2295.8  94721.6    95000              0  1745595682423
