#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      187.7   150.3    63.8   107.9   119.9   159.4   174.9   184.7   193.6   206.4   227.0   261.3  1046.4  1132.4  1561.1   4931.8     5000 2317427899351266406  1745597067412
read      178.7    92.3    59.1   103.7   118.6   168.0   183.5   193.7   201.7   213.8   229.1   252.9   560.8  1080.7  1117.3  10086.0    10000 2317427899351266406  1745597073933
read      204.2    87.7    54.7   108.8   124.5   196.1   227.2   242.0   251.9   263.6   276.7   297.0   358.7  1068.2  3294.8  15030.6    15000 2317427899351266406  1745597080451
read      212.1    78.0    63.8   107.9   122.6   209.5   242.4   258.2   268.9   281.3   296.0   319.2   369.1   890.8  2202.9  19964.8    20000 2317427899351266406  1745597086968
read      212.3    75.1    68.9   107.0   120.3   212.2   243.5   258.6   268.9   280.5   294.6   317.4   366.5   750.5  1087.7  24890.2    25000 2317427899351266406  1745597093486
read      205.3    75.3    68.9   103.0   114.3   200.9   235.7   253.0   265.0   278.1   294.7   320.4   375.9   500.6  1187.4  30141.2    30000 2317427899351266406  1745597100003
read      205.6    79.5    63.8   101.4   112.1   202.4   239.2   256.5   268.2   281.4   296.8   321.2   373.2   495.5  2464.9  35232.3    35000 2317427899351266406  1745597106522
read      216.2   100.8    54.7   101.0   111.8   213.7   255.0   273.5   286.8   301.4   320.1   349.1   412.7   539.9  2368.3  39939.0    40000 2317427899351266406  1745597113039
read      216.3    92.5    63.8   100.0   111.2   213.1   256.6   275.9   289.4   304.5   322.4   350.2   411.3   527.4  2477.1  45213.8    45000 2317427899351266406  1745597119556
read      216.0    90.2    63.8   100.3   111.0   210.1   256.5   277.2   291.4   307.8   327.6   358.8   424.0   511.7  1386.6  49985.2    50000 2317427899351266406  1745597126074
read      210.1    85.1    54.7    98.6   109.2   199.1   247.6   270.0   285.0   301.7   322.1   354.0   420.6   536.6  1155.2  54796.0    55000 2317427899351266406  1745597132592
read      206.3    87.4    50.7    96.8   106.8   193.9   244.0   267.2   282.4   298.8   319.1   346.9   405.4   499.9  1776.5  60106.8    60000 2317427899351266406  1745597139110
read      220.0   105.2    63.8    97.8   108.8   206.4   259.8   285.0   302.3   321.7   346.0   384.1   457.7   626.1  2689.3  65138.0    65000 2317427899351266406  1745597145630
read      227.7   107.1    59.1    99.5   111.3   212.9   268.2   295.6   315.6   338.1   365.0   402.4   475.4   594.9  2882.0  69994.3    70000 2317427899351266406  1745597152147
read      213.4    98.9    54.7    96.4   106.6   197.6   251.7   277.8   295.1   314.8   338.9   372.7   436.3   546.8  2430.6  74673.6    75000 2317427899351266406  1745597158665
read      226.1   102.0    59.1    99.0   110.5   208.2   264.8   293.9   315.0   339.2   367.8   406.6   488.4   622.3  1237.3  79947.0    80000 2317427899351266406  1745597165182
read      221.7   106.1    63.8    98.7   109.7   200.1   258.3   288.4   309.4   333.7   363.2   401.8   484.9   634.6  2379.1  85048.0    85000 2317427899351266406  1745597171700
read      221.9   112.7    63.8    98.4   109.8   202.1   257.9   287.6   308.4   332.0   360.9   400.7   476.9   595.3  2540.6  90120.6    90000 2317427899351266406  1745597178218
read      223.4   100.4    59.1    99.0   110.8   204.3   259.6   289.1   310.0   334.2   363.9   403.6   485.2   615.4   924.1  94864.6    95000 2317427899351266406  1745597184735
read      221.8   104.1    63.8    98.1   109.8   202.4   256.7   286.2   307.0   330.9   360.5   402.7   488.3   620.5  1608.0  99921.3   100000 2317427899351266406  1745597191253
read      223.5   114.1    59.1    99.2   111.2   202.1   256.5   286.4   307.4   331.5   361.1   403.8   497.7   930.9  2637.1 104962.4   105000 2317427899351266406  1745597197771
read      224.1   103.0    63.8   100.1   112.4   204.0   257.1   287.3   308.6   333.1   363.4   405.4   498.3   686.5  2223.2 109883.6   110000 2317427899351266406  1745597204288
read      222.4   102.1    59.1   100.7   112.7   202.2   254.6   284.6   305.7   330.0   360.6   403.2   486.9   624.6  1735.9 114963.3   115000 2317427899351266406  1745597210806
read      236.0   105.3    59.1   106.8   121.3   219.1   270.5   298.8   319.4   343.3   373.1   418.1   507.6   684.2  2312.0 120133.8   120000 2317427899351266406  1745597217323
read      235.9   101.9    59.1   108.2   122.6   217.8   269.5   298.6   319.7   344.1   373.9   419.0   508.5   671.8  1178.9 124823.7   125000 2317427899351266406  1745597223842
read      235.3   108.1    63.8   107.9   122.4   218.1   269.1   297.0   317.2   340.7   370.3   414.5   506.1   682.6  2542.0 129776.8   130000 2317427899351266406  1745597230359
read      455.9   185.9    68.9   201.7   256.4   416.2   465.7   512.4   594.6   690.5   762.3   832.3   929.6  1131.2  2393.0 130178.3   135000 2317427899351266406  1745597236877
