#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      177.2   148.2    63.8    93.6   104.4   153.4   167.7   175.9   182.8   191.6   206.7   238.1  1029.8  1099.6  2267.0   4942.8     5000 4993728188548728656  1745595261568
read      179.3   122.6    68.9   112.4   123.9   166.8   182.3   192.3   200.9   212.3   226.4   248.4   744.8  1095.1  1813.9  10063.0    10000 4993728188548728656  1745595268088
read      184.2    66.8    68.9   109.4   122.9   177.8   197.7   210.6   219.6   230.6   244.3   264.9   311.5  1066.4  1099.7  14901.0    15000 4993728188548728656  1745595274606
read      182.9    59.2    59.1   102.3   114.1   179.3   202.9   216.4   225.5   234.9   248.3   267.5   305.5   956.1  1093.5  19990.2    20000 4993728188548728656  1745595281124
read      189.0    61.0    68.9   101.4   112.5   185.6   214.6   228.6   237.7   249.2   263.0   282.8   320.3   388.9  1080.9  25030.2    25000 4993728188548728656  1745595287640
read      196.4    67.4    63.8   100.8   111.3   193.6   227.8   243.1   253.3   265.4   279.2   300.2   344.0   410.3   943.0  30091.2    30000 4993728188548728656  1745595294157
read      198.6    72.3    63.8   100.0   110.4   196.0   231.7   247.7   258.4   270.2   285.3   307.6   352.9   432.7  1732.2  34761.6    35000 4993728188548728656  1745595300674
read      204.2    83.4    54.7    99.9   110.4   200.7   240.7   258.4   269.8   282.9   297.5   321.0   373.6   454.1  2367.1  39969.2    40000 4993728188548728656  1745595307193
read      205.0    84.9    59.1    98.6   108.9   200.6   242.7   261.5   273.4   287.3   304.1   330.1   378.3   454.8  2875.4  44937.3    45000 4993728188548728656  1745595313710
read      206.4    87.7    54.7    97.1   107.4   200.1   244.9   265.0   277.9   292.8   311.8   339.9   393.5   469.1  2712.7  49952.0    50000 4993728188548728656  1745595320229
read      207.3    84.1    54.7    96.8   106.8   198.9   247.8   269.2   283.3   298.4   318.7   345.8   398.5   469.7  1236.1  54997.0    55000 4993728188548728656  1745595326746
read      208.2    91.7    59.1    96.2   106.2   196.8   247.7   270.6   285.7   302.4   322.7   351.9   403.8   497.4  2526.3  59980.0    60000 4993728188548728656  1745595333263
read      209.0    89.7    63.8    96.7   106.5   196.0   248.9   272.7   288.6   306.2   327.2   357.8   413.4   508.2  1431.5  65025.6    65000 4993728188548728656  1745595339782
read      211.2   104.0    59.1    94.5   104.0   196.2   251.1   276.4   293.6   312.8   335.8   368.8   429.7   531.4  3223.2  70225.4    70000 4993728188548728656  1745595346299
