#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      210.9    91.4    63.8    98.9   109.1   203.2   251.9   274.0   288.9   305.0   323.5   352.3   406.8   493.1  1227.1  59939.2    60000 2317427899351266406  1745588478715
read      211.3    94.6    59.1    97.6   107.6   201.2   252.3   276.1   292.0   309.4   329.9   360.0   417.8   502.3  1931.0  65013.6    65000 2317427899351266406  1745588485233
read      209.6    89.6    59.1    97.2   107.2   198.0   249.1   274.0   290.3   308.2   329.2   359.8   416.4   491.8   725.9  70149.4    70000 2317427899351266406  1745588491750
read      214.5    99.5    59.1    96.5   106.7   201.0   255.4   281.3   298.4   317.0   340.0   372.3   433.5   581.1  2166.3  74933.8    75000 2317427899351266406  1745588498269
read      211.1    98.2    63.8    96.3   106.1   195.6   249.4   276.5   294.5   314.0   337.7   371.8   433.0   514.9  1293.8  79799.6    80000 2317427899351266406  1745588504788
read      209.5    89.8    63.8    96.2   106.2   193.7   246.4   273.5   291.9   312.0   336.0   369.1   429.5   523.9   975.3  85023.4    85000 2317427899351266406  1745588511306
read      213.2    99.4    63.8    97.2   107.3   194.5   250.0   278.6   297.6   318.4   343.7   381.0   450.7   573.7  2460.4  90154.6    90000 2317427899351266406  1745588517823
read      218.4   102.7    63.8    98.4   109.4   200.5   254.5   283.5   303.3   325.2   352.2   391.9   462.6   582.6  3140.7  94763.8    95000 2317427899351266406  1745588524340
read      215.2   101.5    63.8    98.1   108.6   195.4   248.8   278.3   299.0   321.5   350.1   391.2   463.7   580.7  2451.0 100325.4   100000 2317427899351266406  1745588530859
read      213.2   100.2    59.1    98.2   108.9   193.7   245.1   274.7   295.3   318.2   345.8   386.1   454.0   548.6  1882.7 104867.5   105000 2317427899351266406  1745588537376
read      214.1    96.1    59.1    99.0   110.0   195.5   245.6   274.3   294.6   317.2   345.0   385.9   455.6   553.9  2364.2 109961.3   110000 2317427899351266406  1745588543896
read      213.1    97.2    54.7    99.5   110.7   194.4   243.3   272.3   292.7   315.8   343.7   383.8   450.4   545.8  1871.6 114821.6   115000 2317427899351266406  1745588550413
read      220.4   105.5    63.8   102.7   114.9   201.7   250.6   279.1   299.4   322.3   351.5   393.0   467.7   629.0  2874.9 119897.2   120000 2317427899351266406  1745588556931
read      229.3   115.4    63.8   105.9   119.0   207.9   259.0   288.5   309.6   333.8   364.6   408.5   533.0   803.3  3852.6 125069.0   125000 2317427899351266406  1745588563449
read      250.2   123.3    63.8   111.0   126.6   230.2   284.3   314.3   336.3   362.8   397.2   454.0   586.1   769.9  2894.1 129816.0   130000 2317427899351266406  1745588569969
read      351.0   184.7    63.8   126.4   149.5   327.5   386.0   419.6   452.3   531.6   648.9   730.9   839.4  1027.6  2183.8 134344.7   135000 2317427899351266406  1745588576486
read      495.0   178.8    68.9   304.9   332.0   429.8   491.1   612.4   688.0   737.0   780.8   832.1   918.5  1086.2  2563.7 130263.8   140000 2317427899351266406  1745588583003
read      471.0   171.9    86.8   290.2   315.5   404.6   464.2   598.5   661.2   705.7   743.6   791.0   866.5  1011.0  2636.6 135792.2   145000 2317427899351266406  1745588589521
read      392.2   145.2    68.9   210.2   238.3   348.2   446.3   503.0   535.1   567.7   603.0   647.9   734.2   865.5  2041.1 149269.2   150000 2317427899351266406  1745588596040
read      416.9   149.7    74.4   245.1   268.4   355.6   476.4   551.3   582.5   612.0   640.4   679.6   743.9   889.7  1783.7 149422.6   155000 2317427899351266406  1745588602561
read      457.9   167.0    80.4   283.8   307.1   388.7   455.8   604.1   651.5   686.0   719.5   756.6   826.3   977.6  3013.1 140813.0   160000 2317427899351266406  1745588609078
read      443.9   169.2    86.8   268.4   292.6   378.9   458.2   578.0   623.4   660.0   693.3   735.4   803.2   978.0  4049.4 145028.9   165000 2317427899351266406  1745588615595
read      481.4   179.8    86.8   291.1   315.1   419.8   493.1   600.6   657.7   704.2   753.7   830.0   932.6  1071.1  2035.9 134235.9   170000 2317427899351266406  1745588622113
read      487.5   180.5    86.8   294.4   317.4   427.3   500.4   609.1   664.0   712.3   766.2   832.8   930.1  1093.6  3709.0 132552.1   175000 2317427899351266406  1745588628630
read      455.2   167.8    59.1   277.2   299.2   387.4   488.1   596.0   634.5   666.9   700.5   749.3   877.4  1010.2  2717.1 141880.4   180000 2317427899351266406  1745588635147
read      444.7   159.4    86.8   276.8   298.6   373.0   451.4   597.2   637.3   666.8   695.2   732.6   797.4   931.8  1891.5 145194.2   185000 2317427899351266406  1745588641664
read      458.3   173.5    74.4   276.7   300.4   396.4   468.4   583.4   633.5   675.0   719.4   776.0   863.3  1015.6  4093.7 140914.5   190000 2317427899351266406  1745588648181
read      443.4   163.9    74.4   270.7   294.8   377.9   451.6   573.7   623.0   660.9   695.5   738.8   809.6   984.7  3171.3 145592.3   195000 2317427899351266406  1745588654698
read      455.0   170.4    63.8   281.3   304.1   385.7   454.7   602.3   648.7   681.9   715.8   751.3   821.2   948.8  2911.4 141874.2   200000 2317427899351266406  1745588661215
read      451.8   168.2    74.4   272.6   295.9   387.9   470.0   584.6   629.2   666.5   704.9   756.7   857.8  1000.7  2980.3 142898.6   205000 2317427899351266406  1745588667733
read      529.1   188.5    80.4   330.5   360.1   464.7   516.0   600.7   717.2   785.2   840.1   900.9   996.3  1127.5  3552.0 122299.4   210000 2317427899351266406  1745588674249
read      443.7   167.9    80.4   276.6   297.9   372.1   449.4   595.5   633.1   663.4   691.4   731.8   802.8   962.7  2672.4 145536.0   215000 2317427899351266406  1745588680766
read      474.1   175.3    80.4   289.9   313.6   405.7   479.7   607.2   660.7   702.3   741.2   798.2   900.4  1030.5  3607.2 136323.6   220000 2317427899351266406  1745588687284
CPU Usage Stats (avg/min/max): 39.51%,15.50%,51.52%
