#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      185.6   142.0    68.9   110.7   124.7   165.2   178.8   186.1   192.6   199.9   211.4   232.2  1086.5  1180.8  1275.9   4967.2     5000              0  1745588103769
read      178.2    87.9    63.8   111.5   126.2   172.2   186.3   194.7   200.1   207.8   217.1   233.5   289.9  1129.2  1386.0  10019.4    10000              0  1745588110287
read      191.9    64.1    68.9   116.1   134.2   189.3   206.5   215.9   222.9   231.0   241.8   259.1   306.9  1128.7  1260.6  14967.0    15000              0  1745588116804
read      193.9    64.5    59.1   108.4   121.2   195.6   215.8   226.3   233.1   242.2   253.0   270.7   308.1   823.3  1287.0  19932.8    20000              0  1745588123320
read      193.5    67.4    63.8   102.8   113.7   194.7   221.5   233.9   243.3   253.3   266.8   286.0   321.5   399.9  1599.7  24859.2    25000              0  1745588129839
read      195.7    74.4    68.9   103.6   114.0   191.4   222.2   237.9   249.6   262.5   277.4   300.2   344.6   436.1  2305.1  30047.0    30000              0  1745588136356
read      193.7    65.2    54.7   100.7   111.2   191.8   220.4   235.2   247.6   261.7   279.1   304.9   349.9   404.0   936.3  35017.2    35000              0  1745588142875
read      199.0    76.4    63.8   102.0   112.5   197.6   229.1   244.4   254.6   267.7   284.1   310.3   364.1   459.5  2396.6  39827.4    40000              0  1745588149393
read      201.0    77.0    63.8   102.1   112.9   198.5   232.6   249.3   260.7   273.0   289.6   314.6   370.1   464.5  1148.4  44918.0    45000              0  1745588155910
read      199.4    93.8    54.7    99.6   110.2   194.5   231.9   250.1   262.3   275.0   291.7   315.3   365.4   451.0  2684.6  49791.4    50000              0  1745588162427
read      207.5    85.1    63.8   101.4   112.7   202.2   241.5   261.2   273.9   288.6   305.9   331.0   384.5   504.3  2164.5  54894.6    55000              0  1745588168944
read      209.8    82.4    63.8   100.5   111.7   203.6   246.3   267.5   281.6   296.7   315.4   341.1   392.1   472.0  1476.1  59792.6    60000              0  1745588175461
read      206.3    82.8    59.1    98.9   109.9   197.5   241.1   263.5   278.0   294.4   314.0   341.4   394.8   492.7  1177.7  64977.8    65000              0  1745588181978
read      205.7    80.2    59.1    98.3   109.1   196.5   239.5   262.6   277.7   294.5   314.6   341.8   397.1   488.7   808.5  70072.4    70000              0  1745588188494
read      209.6    97.0    54.7    99.6   110.4   198.0   242.4   266.1   282.0   299.4   320.2   353.8   426.2   546.2  2481.2  74905.1    75000              0  1745588195011
read      209.9    90.6    63.8    97.7   108.4   196.5   241.4   265.9   282.6   301.6   327.5   368.2   446.5   630.8  1369.5  79805.4    80000              0  1745588201530
read      212.0   103.5    63.8    97.8   108.2   195.7   241.9   267.7   286.8   310.2   339.3   379.9   456.0   580.3  2836.0  85256.4    85000              0  1745588208048
read      212.1    93.6    59.1    96.2   106.5   195.8   241.2   270.1   292.2   317.2   345.5   385.5   457.0   545.2   686.1  90028.6    90000              0  1745588214566
read      217.2    98.7    63.8    97.9   108.6   195.9   251.5   283.7   305.1   328.3   356.2   394.8   465.8   574.3  1413.0  94831.0    95000              0  1745588221083
read      213.8   102.2    63.8    97.4   107.8   192.8   247.2   277.4   297.8   320.1   346.9   387.4   459.7   633.3  1888.0  99917.6   100000              0  1745588227600
read      215.0   100.8    59.1    97.3   108.1   194.5   248.6   278.8   299.5   322.1   349.4   389.4   461.4   571.9  2173.7 104957.5   105000              0  1745588234117
read      217.4    98.4    59.1   100.2   111.4   196.5   250.3   281.2   302.3   325.5   353.5   393.5   463.9   557.2  2091.7 109979.2   110000              0  1745588240634
read      213.2   101.1    59.1    99.6   110.4   190.7   242.6   273.6   295.0   318.5   346.1   387.1   461.5   590.3  1890.0 115297.1   115000              0  1745588247151
read      215.1   109.3    63.8   101.6   112.9   193.2   243.0   273.6   295.0   318.7   346.6   388.2   461.8   565.1  4028.7 119705.1   120000              0  1745588253668
read      223.3    99.2    63.8   104.5   117.3   203.7   254.7   284.8   305.6   328.7   357.0   397.3   470.5   594.0  1398.9 124792.1   125000              0  1745588260185
read      225.9   105.9    54.7   106.6   119.9   206.2   256.2   285.9   306.5   329.7   358.2   398.7   480.7   630.7  2514.0 130175.2   130000              0  1745588266702
read      226.9    96.3    63.8   110.6   124.3   207.9   255.6   285.0   305.6   328.9   357.6   398.6   471.2   586.4  1288.6 135110.0   135000              0  1745588273219
read      319.0   149.8    63.8   138.8   162.4   297.0   352.2   386.0   413.9   454.5   513.4   604.0   724.5   858.0  3939.2 139806.4   140000              0  1745588279736
read      313.5   136.5    63.8   143.8   168.1   292.0   348.1   385.3   414.0   449.3   494.2   556.9   660.4   808.4  3051.6 144594.1   145000              0  1745588286253
read      497.3   177.9    74.4   290.6   322.1   442.0   497.6   574.3   662.3   744.4   800.0   857.0   939.5  1092.1  1817.5 128819.5   150000              0  1745588292769
read      437.2   176.6    86.8   254.3   277.0   378.5   489.1   558.8   594.5   626.5   664.8   728.9   870.7  1080.1  4539.7 145433.4   155000              0  1745588299286
read      425.4   160.8    86.8   256.3   278.1   359.6   477.1   565.3   599.9   627.6   657.6   690.0   753.9   902.9  3325.4 149113.2   160000              0  1745588305803
read      450.5   161.7    86.8   279.0   301.4   380.9   456.1   603.6   645.4   674.2   705.0   740.1   804.2   934.1  1638.6 142975.4   165000              0  1745588312320
read      421.0   158.1    80.4   255.4   276.6   354.0   470.8   562.3   596.0   622.1   650.1   684.4   746.3   912.4  3516.8 151941.6   170000              0  1745588318837
read      430.8   157.2    86.8   263.3   284.1   361.9   472.0   577.9   612.0   640.1   668.6   701.6   768.3   904.2  2620.3 149625.4   175000              0  1745588325354
read      437.0   169.4    93.8   269.6   290.9   367.0   456.9   586.7   622.3   652.7   679.9   717.9   784.8   932.3  2696.9 147726.3   180000              0  1745588331871
read      441.9   161.7    80.4   275.8   296.6   370.9   453.6   594.6   629.9   660.3   688.0   726.9   793.1   929.4  2350.4 146049.2   185000              0  1745588338387
read      429.1   161.9    86.8   261.8   283.7   362.5   457.8   572.1   609.7   639.8   668.4   700.8   755.6   893.1  1991.7 150330.5   190000              0  1745588344905
read      480.1   173.5    86.8   294.1   318.7   417.5   479.7   601.3   662.8   712.2   759.4   812.1   902.0  1019.5  1849.7 134667.8   195000              0  1745588351422
read      451.5   174.7    68.9   269.7   291.7   393.9   480.9   573.2   615.5   652.9   692.9   765.5   871.4  1018.2  2938.5 142933.7   200000              0  1745588357939
read      444.7   164.2    86.8   276.7   297.9   373.9   458.3   596.3   632.2   662.5   690.6   731.9   802.1   984.2  2396.7 145138.6   205000              0  1745588364457
read      450.4   162.7    80.4   281.2   302.1   379.3   455.5   601.6   643.3   672.6   704.1   741.1   816.1   979.8  2013.5 143401.4   210000              0  1745588370973
read      465.1   183.2    63.8   283.3   307.8   398.5   465.2   598.5   652.3   693.2   731.1   778.9   856.6  1016.7  5560.2 138872.9   215000              0  1745588377490
read      504.4   179.6    93.8   307.8   335.3   444.1   498.8   596.8   686.7   749.6   801.8   860.1   943.2  1089.1  2130.0 128281.8   220000              0  1745588384007
CPU Usage Stats (avg/min/max): 39.73%,16.67%,51.52%
